StateName,StateAbbrev,DataLevel,Charter,SchoolName,SchoolType,NCESSchoolID,StateAssignedSchoolID,DistrictName,DistrictType,NCESDistrictID,StateAssignedDistrictID,EnrollmentTotal,TimePeriodInterval,TimePeriodStart,TimePeriodEnd,LearningModel,LearningModelGrK5,LearningModelGr68,LearningModelGr912,LearningModelStateCat,LearningModelStateCatGrK5,LearningModelStateCatGr68,LearningModelStateCatGr912,EnrollmentInPerson,EnrollmentHybrid,EnrollmentVirtual,StaffCount,StaffCountInPerson
Washington,WA,District,No,,,,,Almira School District,Regular local school district,5300090,22017,118,Weekly,4/12/21,4/18/21,In-person,In-person,In-person,In-person,,Typical/Traditional In-Person,Typical/Traditional In-Person,Typical/Traditional In-Person,93,,,18.39,
Washington,WA,District,No,,,,,Almira School District,Regular local school district,5300090,22017,118,Weekly,4/19/21,4/25/21,In-person,In-person,In-person,In-person,,Typical/Traditional In-Person,Typical/Traditional In-Person,Typical/Traditional In-Person,93,,,18.39,
Washington,WA,District,No,,,,,Almira School District,Regular local school district,5300090,22017,118,Weekly,4/26/21,5/2/21,In-person,In-person,In-person,In-person,,Typical/Traditional In-Person,Typical/Traditional In-Person,Typical/Traditional In-Person,93,,,18.39,
Washington,WA,District,No,,,,,Almira School District,Regular local school district,5300090,22017,118,Weekly,5/3/21,5/9/21,In-person,In-person,In-person,In-person,,Typical/Traditional In-Person,Typical/Traditional In-Person,Typical/Traditional In-Person,93,,,18.39,
Washington,WA,District,No,,,,,Almira School District,Regular local school district,5300090,22017,118,Weekly,5/10/21,5/16/21,In-person,In-person,In-person,In-person,,Typical/Traditional In-Person,Typical/Traditional In-Person,Typical/Traditional In-Person,92,,,18.39,
Washington,WA,District,No,,,,,Almira School District,Regular local school district,5300090,22017,118,Weekly,5/17/21,5/23/21,In-person,In-person,In-person,In-person,,Typical/Traditional In-Person,Typical/Traditional In-Person,Typical/Traditional In-Person,89,,,18.39,
Washington,WA,District,No,,,,,Almira School District,Regular local school district,5300090,22017,118,Weekly,5/24/21,5/30/21,In-person,In-person,In-person,In-person,,Typical/Traditional In-Person,Typical/Traditional In-Person,Typical/Traditional In-Person,83,,,18.39,
Washington,WA,District,No,,,,,Almira School District,Regular local school district,5300090,22017,118,Weekly,5/31/21,6/6/21,In-person,In-person,In-person,In-person,,Typical/Traditional In-Person,Typical/Traditional In-Person,Typical/Traditional In-Person,83,,,18.39,
Washington,WA,District,No,,,,,Anacortes School District,Regular local school district,5300150,29103,2552,Monthly,9/1/20,9/30/20,Hybrid,Hybrid,Hybrid,Hybrid,,Partial In-Person for All Students,Partial In-Person for All Students,Partial In-Person for All Students,,,,279.55,
Washington,WA,District,No,,,,,Anacortes School District,Regular local school district,5300150,29103,2552,Monthly,10/1/20,10/31/20,Virtual,Hybrid,Virtual,Virtual,,Phase-In,Small Groups + Remote,Small Groups + Remote,,,,279.55,
