,Term,SchoolYear,county_fips,TeachingMethod,StudentMaskPolicy,useit,useit_ind
40605,Fall,2021-2022,31027,Full In-Person,Required all students,1,0.8133333333333334
40617,Fall,2021-2022,53005,Full In-Person,Required all students,1,0.825
40620,Fall,2021-2022,13259,Full In-Person,Required all students,1,0.9166666666666666
40623,Fall,2021-2022,19107,Full In-Person,Required all students,1,0.8636363636363636
40624,Fall,2021-2022,18147,Full In-Person,Required all students,1,0.8490566037735849
40628,Fall,2021-2022,31037,Full In-Person,Required all students,1,0.875
40640,Fall,2021-2022,13063,Hybrid/Partial,Required all students,1,0.8235294117647058
40658,Fall,2021-2022,16011,Full In-Person,Required all students,1,0.8203125
40673,Fall,2021-2022,37075,Full In-Person,Required all students,1,0.875
40679,Fall,2021-2022,49013,Full In-Person,Not required,1,0.8571428571428571
40683,Fall,2021-2022,53039,Full In-Person,Not required,1,0.8484848484848485
40900,Fall,2021-2022,19079,Full In-Person,Not required,1,0.8947368421052632
40902,Fall,2021-2022,19079,Full In-Person,Required all students,1,0.8947368421052632
40904,Fall,2021-2022,19079,Full In-Person,,1,0.8947368421052632
40909,Fall,2021-2022,42037,Full In-Person,Not required,1,0.8070175438596491
40912,Fall,2021-2022,48421,Full In-Person,Not required,1,0.8125
40916,Fall,2021-2022,19079,Full In-Person,Not required,1,0.8947368421052632
40925,Fall,2021-2022,5089,Full In-Person,,1,0.8214285714285714
41038,Fall,2021-2022,41061,Full In-Person,Required all students,1,0.8068181818181818
41041,Fall,2021-2022,54063,Full In-Person,Required all students,1,0.84375
41042,Fall,2021-2022,22093,Full In-Person,Required all students,1,0.8055555555555556
41046,Fall,2021-2022,1063,Full In-Person,Required all students,1,0.8611111111111112
41060,Fall,2021-2022,48487,Full In-Person,Required all students,1,0.8888888888888888
41063,Fall,2021-2022,12133,Full In-Person,Required all students,1,0.8571428571428571
41066,Fall,2021-2022,4001,Full In-Person,Required all students,1,0.8333333333333334
41259,Fall,2021-2022,56031,Full In-Person,Required all students,1,0.8125
41264,Fall,2021-2022,47009,Full In-Person,Required all students,1,0.8314606741573034
41269,Fall,2021-2022,21081,Full In-Person,Required all students,1,0.8409090909090909
41276,Fall,2021-2022,13039,Pending,,0,0.8125
41280,Fall,2021-2022,13039,Full In-Person,Not required,1,0.8125
41361,Fall,2021-2022,35061,Full In-Person,Required all students,1,0.8421052631578947
41376,Fall,2021-2022,48451,Hybrid/Partial,Required all students,1,0.8333333333333334
41409,Fall,2021-2022,20157,Full In-Person,Required all students,1,0.825
41472,Fall,2021-2022,35006,Full In-Person,Required all students,1,0.8163265306122449
41476,Fall,2021-2022,49017,Full In-Person,Required all students,1,0.85
41506,Fall,2021-2022,35061,Full In-Person,Required all students,1,0.8421052631578947
41507,Fall,2021-2022,35061,Full In-Person,Required all students,1,0.8421052631578947
41508,Fall,2021-2022,6079,Other,Required all students,0,0.8909090909090909
41522,Fall,2021-2022,39125,Pending,,0,0.8125
41524,Fall,2021-2022,27065,Full In-Person,Required all students,1,0.9166666666666666
41525,Fall,2021-2022,72071,Full In-Person,Required all students,1,0.875
41526,Fall,2021-2022,35033,Full In-Person,Required all students,1,0.9166666666666666
41534,Fall,2021-2022,48389,Full In-Person,Required all students,1,0.8333333333333334
41562,Fall,2021-2022,48167,Full In-Person,Required all students,1,0.8481012658227848
41564,Fall,2021-2022,48167,Remote learning only,Unknown,1,0.8481012658227848
41566,Fall,2021-2022,48167,Full In-Person,Required all students,1,0.8481012658227848
41568,Fall,2021-2022,48167,Full In-Person,Required all students,1,0.8481012658227848
41570,Fall,2021-2022,48167,Full In-Person,Required all students,1,0.8481012658227848
41572,Fall,2021-2022,48167,Full In-Person,Required all students,1,0.8481012658227848
41574,Fall,2021-2022,48167,Full In-Person,Required all students,1,0.8481012658227848
41576,Fall,2021-2022,48167,Full In-Person,Required all students,1,0.8481012658227848
41578,Fall,2021-2022,48167,Hybrid/Partial,Not required,1,0.8481012658227848
41585,Fall,2021-2022,37093,Full In-Person,Required all students,1,1.0
41590,Fall,2021-2022,37093,Full In-Person,Required all students,1,1.0
41618,Fall,2021-2022,35033,Full In-Person,Required all students,1,0.9166666666666666
41666,Fall,2021-2022,32027,Full In-Person,Required all students,1,0.8
41668,Fall,2021-2022,32005,Full In-Person,Not required,1,0.8333333333333334
41671,Fall,2021-2022,48177,Pending,,0,0.8888888888888888
41861,Fall,2021-2022,26009,Pending,,0,0.8761904761904762
41886,Fall,2021-2022,36057,Full In-Person,Required all students,1,0.875
41888,Fall,2021-2022,29013,Full In-Person,Required all students,1,0.8105263157894737
41907,Fall,2021-2022,41007,Full In-Person,,1,0.8095238095238095
41955,Fall,2021-2022,8037,Full In-Person,Required all students,1,0.8125
41991,Fall,2021-2022,23023,Full In-Person,Required all students,1,0.8333333333333334
41993,Fall,2021-2022,26037,Full In-Person,Required all students,1,0.84375
41994,Fall,2021-2022,54065,Full In-Person,Required all students,1,0.8
42011,Fall,2021-2022,21223,Full In-Person,Required all students,1,0.8026315789473685
42034,Fall,2021-2022,36087,Full In-Person,Required all students,1,0.8076923076923077
42052,Fall,2021-2022,36113,Full In-Person,Required all students,1,0.9
42074,Fall,2021-2022,27105,Full In-Person,Required all students,1,0.8041237113402062
42868,Fall,2021-2022,36033,Full In-Person,Required all students,1,0.875
43174,Fall,2021-2022,13131,Hybrid/Partial,Required all students,1,1.0
43175,Fall,2021-2022,17003,Hybrid/Partial,Required all students,1,0.9583333333333334
43176,Fall,2021-2022,31079,Hybrid/Partial,Required all students,1,0.8596491228070176
43215,Fall,2021-2022,6085,Full In-Person,Required all students,1,0.8018867924528302
43244,Fall,2021-2022,28079,Full In-Person,Required all students,1,0.8269230769230769
43247,Fall,2021-2022,37125,Full In-Person,Required all students,1,0.8020833333333334
43255,Fall,2021-2022,36009,Full In-Person,Required all students,1,0.8571428571428571
43256,Fall,2021-2022,55103,Full In-Person,,1,0.8928571428571429
43277,Fall,2021-2022,5037,Full In-Person,Not required,1,0.875
43295,Fall,2021-2022,24029,Full In-Person,Required all students,1,0.8192771084337349
43296,Fall,2021-2022,36113,Full In-Person,Required all students,1,0.9
43332,Fall,2021-2022,47001,Full In-Person,Required all students,1,0.8091603053435115
43345,Fall,2021-2022,53029,Full In-Person,Required all students,1,0.8151260504201681
43353,Fall,2021-2022,48059,Full In-Person,Required all students,1,0.8125
43374,Fall,2021-2022,36049,Full In-Person,Required all students,1,0.8947368421052632
43379,Fall,2021-2022,21081,Full In-Person,Required all students,1,0.8409090909090909
43399,Fall,2021-2022,20157,Full In-Person,Required all students,1,0.825
43431,Fall,2021-2022,40037,Full In-Person,Required all students,1,0.8055555555555556
43460,Fall,2021-2022,27105,Full In-Person,Required all students,1,0.8041237113402062
43482,Fall,2021-2022,48095,Full In-Person,Required all students,1,0.8125
43489,Fall,2021-2022,46091,Full In-Person,Required all students,1,0.8125
43538,Fall,2021-2022,49027,Full In-Person,Required all students,1,0.8653846153846154
43542,Fall,2021-2022,29003,Full In-Person,Required all students,1,0.875
43548,Fall,2021-2022,39069,Full In-Person,,1,0.8055555555555556
43553,Fall,2021-2022,36057,Full In-Person,Required all students,1,0.875
43565,Fall,2021-2022,36057,Full In-Person,Required all students,1,0.875
43566,Fall,2021-2022,21073,Full In-Person,Required all students,1,0.8780487804878049
43568,Fall,2021-2022,18023,Full In-Person,Required all students,1,0.8539325842696629
43604,Fall,2021-2022,37151,Full In-Person,Required all students,1,0.8035714285714286
43611,Fall,2021-2022,5117,Full In-Person,Required all students,1,0.8214285714285714
43612,Fall,2021-2022,19115,Full In-Person,Required all students,1,0.8269230769230769
43614,Fall,2021-2022,38047,Full In-Person,Required all students,1,0.84375
43616,Fall,2021-2022,17177,Full In-Person,Required all students,1,0.8441558441558441
43622,Fall,2021-2022,39067,Full In-Person,Required all students,1,0.8166666666666667
43625,Fall,2021-2022,36109,Full In-Person,Required all students,1,0.8421052631578947
43631,Fall,2021-2022,5059,Full In-Person,Required all students,1,0.8260869565217391
43633,Fall,2021-2022,29027,Full In-Person,Required all students,1,0.8611111111111112
43637,Fall,2021-2022,21075,Full In-Person,Required all students,1,0.8125
43654,Fall,2021-2022,20055,Full In-Person,Required all students,1,0.8125
43671,Fall,2021-2022,48347,Full In-Person,Not required,1,0.8214285714285714
43698,Fall,2021-2022,21157,Full In-Person,Required all students,1,0.8088235294117647
43702,Fall,2021-2022,36113,Full In-Person,Required all students,1,0.9
43703,Fall,2021-2022,36113,Full In-Person,Not required,1,0.9
43714,Fall,2021-2022,36009,Full In-Person,Unknown,1,0.8571428571428571
43716,Fall,2021-2022,31079,Full In-Person,Required all students,1,0.8596491228070176
43755,Fall,2021-2022,5003,Full In-Person,Required all students,1,0.8125
43758,Fall,2021-2022,17013,Full In-Person,Required all students,1,0.8333333333333334
43761,Fall,2021-2022,5003,Full In-Person,Required all students,1,0.8125
43764,Fall,2021-2022,17013,Full In-Person,Required all students,1,0.8333333333333334
43767,Fall,2021-2022,1093,Full In-Person,Required all students,1,0.8522727272727273
43768,Fall,2021-2022,48193,Full In-Person,Required all students,1,0.8088235294117647
43792,Fall,2021-2022,29127,Full In-Person,Required all students,1,0.8260869565217391
43812,Fall,2021-2022,36049,Unknown,Required all students,0,0.8947368421052632
43814,Fall,2021-2022,39067,Unknown,Required all students,0,0.8166666666666667
43845,Fall,2021-2022,39039,Full In-Person,Unknown,1,0.8
43857,Fall,2021-2022,36087,Full In-Person,Required all students,1,0.8076923076923077
43904,Fall,2021-2022,36115,Full In-Person,Required all students,1,1.0
43921,Fall,2021-2022,36109,Full In-Person,Required all students,1,0.8421052631578947
43925,Fall,2021-2022,36109,Full In-Person,Required all students,1,0.8421052631578947
44007,Fall,2021-2022,21173,Full In-Person,Required all students,1,0.95
44008,Fall,2021-2022,39047,Full In-Person,Required all students,1,0.8148148148148148
44015,Fall,2021-2022,47179,Pending,,0,0.8333333333333334
44061,Fall,2021-2022,36031,Full In-Person,Required all students,1,1.0
44083,Fall,2021-2022,42119,Full In-Person,Required all students,1,0.8627450980392157
44106,Fall,2021-2022,37151,Full In-Person,Required all students,1,0.8035714285714286
44108,Fall,2021-2022,21045,Full In-Person,Required all students,1,0.8214285714285714
44109,Fall,2021-2022,18161,Full In-Person,Required all students,1,0.8214285714285714
44157,Fall,2021-2022,13279,Full In-Person,Required all students,1,0.9285714285714286
44161,Fall,2021-2022,26067,Full In-Person,Required all students,1,0.8319327731092437
44164,Fall,2021-2022,39051,Full In-Person,Required all students,1,0.8043478260869565
44194,Fall,2021-2022,48217,Full In-Person,Required all students,1,0.8013245033112583
44202,Fall,2021-2022,12087,Full In-Person,Required all students,1,0.8387096774193549
44203,Fall,2021-2022,48043,Full In-Person,Required all students,1,0.8611111111111112
44204,Fall,2021-2022,19021,Full In-Person,Required all students,1,0.8125
44252,Fall,2021-2022,29007,Full In-Person,Required all students,1,0.8333333333333334
44254,Fall,2021-2022,42067,Full In-Person,Required all students,1,0.8
44291,Fall,2021-2022,1051,Full In-Person,Required all students,1,0.8214285714285714
44301,Fall,2021-2022,54011,Full In-Person,Required all students,1,0.8214285714285714
44304,Fall,2021-2022,21223,Full In-Person,Required all students,1,0.8026315789473685
44309,Fall,2021-2022,37033,Full In-Person,Required all students,1,0.8888888888888888
44310,Fall,2021-2022,38019,Full In-Person,Required all students,1,0.875
44357,Fall,2021-2022,5043,Full In-Person,Required all students,1,0.8269230769230769
44360,Fall,2021-2022,21231,Full In-Person,Required all students,1,0.8269230769230769
44364,Fall,2021-2022,13159,Full In-Person,Required all students,1,0.8269230769230769
44366,Fall,2021-2022,49037,Full In-Person,Required all students,1,0.8103448275862069
44367,Fall,2021-2022,28077,Full In-Person,Required all students,1,0.8214285714285714
44371,Fall,2021-2022,51087,Full In-Person,Required all students,1,0.8269230769230769
44379,Fall,2021-2022,5003,Full In-Person,Required all students,1,0.8125
44389,Fall,2021-2022,47063,Full In-Person,Required all students,1,0.9473684210526315
44395,Fall,2021-2022,46031,Full In-Person,Required all students,1,0.8888888888888888
44410,Fall,2021-2022,18129,Full In-Person,,1,0.8131868131868132
44413,Fall,2021-2022,48159,Full In-Person,,1,0.810126582278481
44415,Fall,2021-2022,13209,Full In-Person,,1,0.810126582278481
44416,Fall,2021-2022,1097,Full In-Person,,1,0.8181818181818182
44426,Fall,2021-2022,18129,Full In-Person,Required all students,1,0.8131868131868132
44429,Fall,2021-2022,48159,Full In-Person,Required all students,1,0.810126582278481
44431,Fall,2021-2022,13209,Full In-Person,Required all students,1,0.810126582278481
44432,Fall,2021-2022,1097,Full In-Person,Required all students,1,0.8181818181818182
44438,Fall,2021-2022,36087,Pending,,0,0.8076923076923077
44447,Fall,2021-2022,42119,Full In-Person,Required all students,1,0.8627450980392157
44449,Fall,2021-2022,36087,Full In-Person,Required all students,1,0.8076923076923077
44553,Fall,2021-2022,36113,Full In-Person,Required all students,1,0.9
44560,Fall,2021-2022,1125,Full In-Person,Required all students,1,0.8611111111111112
44562,Fall,2021-2022,26089,Full In-Person,Required all students,1,0.8372093023255814
44571,Fall,2021-2022,9011,Full In-Person,Required all students,1,0.8055555555555556
44578,Fall,2021-2022,37167,Full In-Person,Required all students,1,0.8053097345132744
44588,Fall,2021-2022,36087,Full In-Person,Required all students,1,0.8076923076923077
44594,Fall,2021-2022,41057,Pending,,0,0.810126582278481
44610,Fall,2021-2022,36009,Full In-Person,Required all students,1,0.8571428571428571
44611,Fall,2021-2022,29131,Full In-Person,Required all students,1,0.84375
44631,Fall,2021-2022,20099,Full In-Person,Required all students,1,0.8653846153846154
44634,Fall,2021-2022,26037,Pending,,0,0.84375
44657,Fall,2021-2022,29127,Full In-Person,Required all students,1,0.8260869565217391
44680,Fall,2021-2022,36087,Full In-Person,Required all students,1,0.8076923076923077
44688,Fall,2021-2022,13153,Full In-Person,Required all students,1,0.835820895522388
44718,Fall,2021-2022,31139,Full In-Person,Required all students,1,0.875
44762,Fall,2021-2022,31027,Full In-Person,Required all students,1,0.8133333333333334
44770,Fall,2021-2022,31027,Full In-Person,Required all students,1,0.8133333333333334
44789,Fall,2021-2022,28139,Pending,,0,0.8205128205128205
44794,Fall,2021-2022,17009,Pending,,0,0.8076923076923077
45065,Fall,2021-2022,49013,Full In-Person,Required all students,1,0.8571428571428571
45069,Fall,2021-2022,53039,Full In-Person,Required all students,1,0.8484848484848485
45072,Fall,2021-2022,49013,Full In-Person,Required all students,1,0.8571428571428571
45076,Fall,2021-2022,53039,Full In-Person,Required all students,1,0.8484848484848485
45079,Fall,2021-2022,48353,Full In-Person,Required all students,1,0.8
45116,Fall,2021-2022,36009,Full In-Person,Required all students,1,0.8571428571428571
45141,Fall,2021-2022,36033,Full In-Person,Required all students,1,0.875
45156,Fall,2021-2022,36031,Full In-Person,Required all students,1,1.0
45159,Fall,2021-2022,39067,Full In-Person,Required all students,1,0.8166666666666667
45195,Fall,2021-2022,28077,Full In-Person,Required all students,1,0.8214285714285714
45213,Fall,2021-2022,19025,Full In-Person,Required all students,1,0.8
45214,Fall,2021-2022,36009,Full In-Person,Required all students,1,0.8571428571428571
45221,Fall,2021-2022,36041,Full In-Person,Required all students,1,1.0
45235,Fall,2021-2022,36087,Full In-Person,,1,0.8076923076923077
45261,Fall,2021-2022,42037,Full In-Person,Required all students,1,0.8070175438596491
45415,Fall,2021-2022,36109,Pending,,0,0.8421052631578947
45471,Fall,2021-2022,16081,Full In-Person,,1,0.8125
45481,Fall,2021-2022,18017,Full In-Person,,1,0.9032258064516129
45519,Fall,2021-2022,12023,Full In-Person,Required all students,1,0.8392857142857143
45533,Fall,2021-2022,39131,Full In-Person,Required all students,1,0.8214285714285714
45534,Fall,2021-2022,47085,Full In-Person,Required all students,1,0.8125
45535,Fall,2021-2022,36107,Full In-Person,Required all students,1,0.8125
45556,Fall,2021-2022,37099,Full In-Person,Required for unvaccinated students,1,0.8235294117647058
45558,Fall,2021-2022,19107,Full In-Person,Required for unvaccinated students,1,0.8636363636363636
45574,Fall,2021-2022,36009,Full In-Person,Required all students,1,0.8571428571428571
45590,Fall,2021-2022,41007,Pending,,0,0.8095238095238095
45617,Fall,2021-2022,19117,Full In-Person,Required all students,1,0.875
45700,Fall,2021-2022,37137,Full In-Person,Required all students,1,0.8064516129032258
45703,Fall,2021-2022,37137,Full In-Person,Not required,1,0.8064516129032258
45723,Fall,2021-2022,39125,Full In-Person,Unknown,1,0.8125
45740,Fall,2021-2022,39051,Pending,,0,0.8043478260869565
45741,Fall,2021-2022,39051,Full In-Person,Not required,1,0.8043478260869565
45857,Fall,2021-2022,8037,Full In-Person,Not required,1,0.8125
45875,Fall,2021-2022,13171,Full In-Person,Not required,1,0.9166666666666666
45896,Fall,2021-2022,40007,Full In-Person,Not required,1,0.875
45897,Fall,2021-2022,54081,Full In-Person,Not required,1,0.8611111111111112
45898,Fall,2021-2022,39131,Full In-Person,Not required,1,0.8214285714285714
45899,Fall,2021-2022,41057,Full In-Person,Not required,1,0.810126582278481
45900,Fall,2021-2022,5015,Full In-Person,Not required,1,0.8409090909090909
45910,Fall,2021-2022,21223,Full In-Person,Required all students,1,0.8026315789473685
45914,Fall,2021-2022,26009,Pending,,0,0.8761904761904762
45932,Fall,2021-2022,13109,Full In-Person,Not required,1,0.8333333333333334
45971,Fall,2021-2022,20105,Full In-Person,Not required,1,0.8
45994,Fall,2021-2022,29163,Full In-Person,,1,0.810126582278481
45995,Fall,2021-2022,12049,Full In-Person,,1,0.8214285714285714
45997,Fall,2021-2022,51033,Full In-Person,,1,0.8333333333333334
46000,Fall,2021-2022,29163,Full In-Person,Not required,1,0.810126582278481
46001,Fall,2021-2022,12049,Full In-Person,Not required,1,0.8214285714285714
46003,Fall,2021-2022,51033,Full In-Person,Not required,1,0.8333333333333334
46049,Fall,2021-2022,48041,Full In-Person,Not required,1,0.8
46053,Fall,2021-2022,38001,Full In-Person,Not required,1,0.9166666666666666
46056,Fall,2021-2022,38001,Full In-Person,Not required,1,0.9166666666666666
46062,Fall,2021-2022,39067,Full In-Person,Required all students,1,0.8166666666666667
46063,Fall,2021-2022,21221,Full In-Person,Required all students,1,1.0
46113,Fall,2021-2022,6085,Full In-Person,Required all students,1,0.8018867924528302
46168,Fall,2021-2022,21181,Full In-Person,Not required,1,0.8333333333333334
46176,Fall,2021-2022,13045,Full In-Person,Required all students,1,0.8
46178,Fall,2021-2022,21041,Full In-Person,Required all students,1,0.8125
46179,Fall,2021-2022,29033,Full In-Person,Required all students,1,0.8421052631578947
46180,Fall,2021-2022,39019,Full In-Person,Required all students,1,0.8378378378378378
46183,Fall,2021-2022,28015,Full In-Person,Required all students,1,0.8181818181818182
46187,Fall,2021-2022,19191,Full In-Person,Not required,1,0.8181818181818182
46191,Fall,2021-2022,17177,Full In-Person,Not required,1,0.8441558441558441
46192,Fall,2021-2022,6049,Full In-Person,Not required,1,0.8289473684210527
46195,Fall,2021-2022,39107,Full In-Person,Not required,1,0.8125
46204,Fall,2021-2022,51550,Full In-Person,Required all students,1,0.9166666666666666
46208,Fall,2021-2022,51550,Full In-Person,Not required,1,0.9166666666666666
46283,Fall,2021-2022,47125,Full In-Person,Not required,1,0.8064516129032258
46290,Fall,2021-2022,29163,Full In-Person,Not required,1,0.810126582278481
46291,Fall,2021-2022,26067,Full In-Person,Not required,1,0.8319327731092437
46363,Fall,2021-2022,48059,Full In-Person,Not required,1,0.8125
46372,Fall,2021-2022,39107,Full In-Person,Not required,1,0.8125
46634,Fall,2021-2022,6103,Full In-Person,Not required,1,0.8440366972477065
46635,Fall,2021-2022,5021,Full In-Person,Not required,1,0.825
46664,Fall,2021-2022,48217,Full In-Person,Not required,1,0.8013245033112583
46674,Fall,2021-2022,6079,Full In-Person,Not required,1,0.8909090909090909
46810,Fall,2021-2022,39039,Full In-Person,Not required,1,0.8
46814,Fall,2021-2022,39039,Full In-Person,Required all students,1,0.8
46818,Fall,2021-2022,39039,Full In-Person,Not required,1,0.8
46833,Fall,2021-2022,19159,Full In-Person,Not required,1,0.8539325842696629
46834,Fall,2021-2022,8029,Full In-Person,Not required,1,0.9166666666666666
46835,Fall,2021-2022,49027,Full In-Person,Not required,1,0.8653846153846154
46836,Fall,2021-2022,39051,Full In-Person,Not required,1,0.8043478260869565
46839,Fall,2021-2022,19107,Full In-Person,Not required,1,0.8636363636363636
46894,Fall,2021-2022,39123,Full In-Person,Not required,1,0.8448275862068966
46895,Fall,2021-2022,1051,Full In-Person,Not required,1,0.8214285714285714
46936,Fall,2021-2022,1057,Full In-Person,Not required,1,0.85
46939,Fall,2021-2022,28063,Full In-Person,Not required,1,0.85
46940,Fall,2021-2022,39051,Full In-Person,Not required,1,0.8043478260869565
46960,Fall,2021-2022,39107,Full In-Person,Not required,1,0.8125
46964,Fall,2021-2022,21073,Full In-Person,Not required,1,0.8780487804878049
46966,Fall,2021-2022,18023,Full In-Person,Not required,1,0.8539325842696629
47044,Fall,2021-2022,39123,Full In-Person,Not required,1,0.8448275862068966
47045,Fall,2021-2022,31125,Full In-Person,Not required,1,0.8409090909090909
47046,Fall,2021-2022,32005,Full In-Person,Not required,1,0.8333333333333334
47048,Fall,2021-2022,8073,Full In-Person,Not required,1,0.9583333333333334
47050,Fall,2021-2022,21209,Full In-Person,Not required,1,0.8235294117647058
47052,Fall,2021-2022,45043,Full In-Person,Not required,1,0.8235294117647058
47057,Fall,2021-2022,6017,Full In-Person,Not required,1,0.8130841121495327
47064,Fall,2021-2022,28029,Full In-Person,Not required,1,0.8253968253968254
47068,Fall,2021-2022,24029,Full In-Person,Not required,1,0.8192771084337349
47070,Fall,2021-2022,21209,Full In-Person,Not required,1,0.8235294117647058
47072,Fall,2021-2022,45043,Full In-Person,Not required,1,0.8235294117647058
47077,Fall,2021-2022,6017,Full In-Person,Not required,1,0.8130841121495327
47084,Fall,2021-2022,28029,Full In-Person,Not required,1,0.8253968253968254
47088,Fall,2021-2022,24029,Full In-Person,Not required,1,0.8192771084337349
47164,Fall,2021-2022,1093,Full In-Person,Not required,1,0.8522727272727273
47165,Fall,2021-2022,48193,Full In-Person,Not required,1,0.8088235294117647
47179,Fall,2021-2022,1093,Full In-Person,Not required,1,0.8522727272727273
47180,Fall,2021-2022,48193,Full In-Person,Not required,1,0.8088235294117647
47194,Fall,2021-2022,1093,Full In-Person,Not required,1,0.8522727272727273
47195,Fall,2021-2022,48193,Full In-Person,Not required,1,0.8088235294117647
47207,Fall,2021-2022,39069,Full In-Person,Not required,1,0.8055555555555556
47225,Fall,2021-2022,20097,Full In-Person,Not required,1,0.8055555555555556
47226,Fall,2021-2022,39125,Full In-Person,Not required,1,0.8125
47228,Fall,2021-2022,48397,Full In-Person,Not required,1,0.8333333333333334
47241,Fall,2021-2022,39039,Full In-Person,Not required,1,0.8
47244,Fall,2021-2022,48217,Full In-Person,Not required,1,0.8013245033112583
47260,Fall,2021-2022,39069,Full In-Person,Not required,1,0.8055555555555556
47284,Fall,2021-2022,48217,Full In-Person,Required all students,1,0.8013245033112583
47500,Fall,2021-2022,47117,Full In-Person,Not required,1,0.9130434782608695
47501,Fall,2021-2022,54025,Full In-Person,Not required,1,0.9166666666666666
47502,Fall,2021-2022,42119,Full In-Person,Not required,1,0.8627450980392157
47505,Fall,2021-2022,42087,Full In-Person,Not required,1,0.8225806451612904
47527,Fall,2021-2022,39069,Full In-Person,Required all students,1,0.8055555555555556
47579,Fall,2021-2022,39097,Full In-Person,Not required,1,0.8125
47583,Fall,2021-2022,39097,Full In-Person,Not required,1,0.8125
47596,Fall,2021-2022,47009,Full In-Person,Not required,1,0.8314606741573034
47599,Fall,2021-2022,17025,Full In-Person,Not required,1,0.803030303030303
47609,Fall,2021-2022,19117,Full In-Person,Not required,1,0.875
47652,Fall,2021-2022,5059,Full In-Person,Not required,1,0.8260869565217391
47654,Fall,2021-2022,39019,Full In-Person,Not required,1,0.8378378378378378
47897,Fall,2021-2022,39051,Full In-Person,Not required,1,0.8043478260869565
47937,Fall,2021-2022,35006,Full In-Person,Not required,1,0.8163265306122449
47947,Fall,2021-2022,35006,Full In-Person,Not required,1,0.8163265306122449
47977,Fall,2021-2022,26141,Full In-Person,Unknown,1,0.875
47984,Fall,2021-2022,26141,Full In-Person,Not required,1,0.875
48015,Fall,2021-2022,18009,Full In-Person,Not required,1,0.8076923076923077
48016,Fall,2021-2022,22091,Full In-Person,Not required,1,0.8
48029,Fall,2021-2022,18129,Full In-Person,Not required,1,0.8131868131868132
48032,Fall,2021-2022,48159,Full In-Person,Not required,1,0.810126582278481
48034,Fall,2021-2022,13209,Full In-Person,Not required,1,0.810126582278481
48035,Fall,2021-2022,1097,Full In-Person,Not required,1,0.8181818181818182
48045,Fall,2021-2022,18129,Full In-Person,Not required,1,0.8131868131868132
48048,Fall,2021-2022,48159,Full In-Person,Not required,1,0.810126582278481
48050,Fall,2021-2022,13209,Full In-Person,Not required,1,0.810126582278481
48051,Fall,2021-2022,1097,Full In-Person,Not required,1,0.8181818181818182
48058,Fall,2021-2022,39069,Full In-Person,Not required,1,0.8055555555555556
48060,Fall,2021-2022,38047,Full In-Person,Not required,1,0.84375
48073,Fall,2021-2022,28145,Full In-Person,Not required,1,0.8214285714285714
48089,Fall,2021-2022,9011,Full In-Person,Not required,1,0.8055555555555556
48096,Fall,2021-2022,37167,Full In-Person,Not required,1,0.8053097345132744
48181,Fall,2021-2022,37167,Full In-Person,Required all students,1,0.8053097345132744
48190,Fall,2021-2022,53029,Full In-Person,Not required,1,0.8151260504201681
48191,Fall,2021-2022,39123,Full In-Person,Not required,1,0.8448275862068966
48204,Fall,2021-2022,39125,Full In-Person,Not required,1,0.8125
48264,Fall,2021-2022,39125,Full In-Person,Not required,1,0.8125
48268,Fall,2021-2022,13153,Full In-Person,Not required,1,0.835820895522388
48282,Fall,2021-2022,39051,Full In-Person,Not required,1,0.8043478260869565
48284,Fall,2021-2022,39131,Full In-Person,Required all students,1,0.8214285714285714
48285,Fall,2021-2022,39131,Full In-Person,Required all students,1,0.8214285714285714
48289,Fall,2021-2022,22123,Pending,,0,0.9
48296,Fall,2021-2022,39097,Full In-Person,Not required,1,0.8125
48298,Fall,2021-2022,39097,Full In-Person,Not required,1,0.8125
48323,Fall,2021-2022,53023,Full In-Person,Required all students,1,0.875
48324,Fall,2021-2022,19025,Full In-Person,Required all students,1,0.8
48326,Fall,2021-2022,39123,Full In-Person,Not required,1,0.8448275862068966
48365,Fall,2021-2022,42087,Full In-Person,Not required,1,0.8225806451612904
48371,Fall,2021-2022,37167,Full In-Person,Not required,1,0.8053097345132744
48372,Fall,2021-2022,42067,Full In-Person,Not required,1,0.8
48373,Fall,2021-2022,16063,Full In-Person,Not required,1,0.9130434782608695
48374,Fall,2021-2022,6103,Full In-Person,Not required,1,0.8440366972477065
48388,Fall,2021-2022,28139,Full In-Person,Not required,1,0.8205128205128205
48393,Fall,2021-2022,17009,Full In-Person,Not required,1,0.8076923076923077
48404,Fall,2021-2022,16011,Pending,,0,0.8203125
48414,Fall,2021-2022,39107,Full In-Person,Not required,1,0.8125
48415,Fall,2021-2022,47009,Full In-Person,Not required,1,0.8314606741573034
48418,Fall,2021-2022,1037,Full In-Person,Not required,1,0.8055555555555556
48419,Fall,2021-2022,16011,Full In-Person,Not required,1,0.8203125
48480,Fall,2021-2022,39019,Full In-Person,Not required,1,0.8378378378378378
48657,Fall,2021-2022,37073,Full In-Person,Required all students,1,0.8125
48658,Fall,2021-2022,39051,Full In-Person,Not required,1,0.8043478260869565
48667,Fall,2021-2022,13251,Full In-Person,,1,0.8125
48784,Fall,2021-2022,17051,Full In-Person,Not required,1,0.8
48785,Fall,2021-2022,29007,Full In-Person,Not required,1,0.8333333333333334
48790,Fall,2021-2022,21239,Full In-Person,Not required,1,0.8
