,Term,SchoolYear,county_fips,TeachingMethod,StudentMaskPolicy,useit,useit_ind
48795,Fall,2021-2022,17009,Full In-Person,Not required,1,0.8076923076923077
48859,Fall,2021-2022,39047,Full In-Person,Required all students,1,0.8148148148148148
48860,Fall,2021-2022,39047,Full In-Person,Required all students,1,0.8148148148148148
48865,Fall,2021-2022,39051,Full In-Person,Unknown,1,0.8043478260869565
48868,Fall,2021-2022,39131,Full In-Person,Required all students,1,0.8214285714285714
48869,Fall,2021-2022,47085,Full In-Person,Required all students,1,0.8125
48870,Fall,2021-2022,36107,Full In-Person,Required all students,1,0.8125
48908,Fall,2021-2022,39097,Full In-Person,Not required,1,0.8125
48919,Fall,2021-2022,42119,Full In-Person,Not required,1,0.8627450980392157
48962,Fall,2021-2022,18171,Hybrid/Partial,Not required,1,0.875
48969,Fall,2021-2022,51840,Full In-Person,Not required,1,0.8181818181818182
48971,Fall,2021-2022,21049,Full In-Person,Not required,1,0.8181818181818182
48972,Fall,2021-2022,47051,Full In-Person,Not required,1,0.8181818181818182
48982,Fall,2021-2022,5043,Full In-Person,Not required,1,0.8269230769230769
48991,Fall,2021-2022,27105,Full In-Person,Required all students,1,0.8041237113402062
49008,Fall,2021-2022,17025,Full In-Person,Not required,1,0.803030303030303
49010,Fall,2021-2022,17025,Full In-Person,Required all students,1,0.803030303030303
49060,Fall,2021-2022,40051,Full In-Person,Not required,1,0.8076923076923077
49080,Fall,2021-2022,40051,Full In-Person,Not required,1,0.8076923076923077
49123,Fall,2021-2022,40007,Full In-Person,Not required,1,0.875
49124,Fall,2021-2022,54081,Full In-Person,Not required,1,0.8611111111111112
49125,Fall,2021-2022,39131,Full In-Person,Not required,1,0.8214285714285714
49126,Fall,2021-2022,41057,Full In-Person,Not required,1,0.810126582278481
49127,Fall,2021-2022,5015,Full In-Person,Not required,1,0.8409090909090909
49137,Fall,2021-2022,29081,Full In-Person,Not required,1,0.875
49139,Fall,2021-2022,54009,Full In-Person,Not required,1,0.9
49149,Fall,2021-2022,48353,Full In-Person,Not required,1,0.8
49180,Fall,2021-2022,40037,Full In-Person,Not required,1,0.8055555555555556
49245,Fall,2021-2022,38019,Full In-Person,Not required,1,0.875
49252,Fall,2021-2022,37125,Full In-Person,Not required,1,0.8020833333333334
49296,Fall,2021-2022,19035,Full In-Person,Not required,1,0.8
49297,Fall,2021-2022,37173,Full In-Person,Not required,1,0.8888888888888888
49299,Fall,2021-2022,1033,Full In-Person,Not required,1,0.8409090909090909
49304,Fall,2021-2022,40051,Other,Not required,0,0.8076923076923077
49305,Fall,2021-2022,40051,Full In-Person,Not required,1,0.8076923076923077
49306,Fall,2021-2022,40051,Full In-Person,Not required,1,0.8076923076923077
49358,Fall,2021-2022,47001,Other,Not required,0,0.8091603053435115
49371,Fall,2021-2022,53029,Other,Not required,0,0.8151260504201681
49376,Fall,2021-2022,40029,Full In-Person,Not required,1,0.8571428571428571
49377,Fall,2021-2022,40029,Full In-Person,Not required,1,0.8571428571428571
49387,Fall,2021-2022,13243,Full In-Person,Not required,1,0.8333333333333334
49416,Fall,2021-2022,48217,Pending,,0,0.8013245033112583
49424,Fall,2021-2022,27017,Full In-Person,Not required,1,0.8205128205128205
49429,Fall,2021-2022,48347,Full In-Person,Not required,1,0.8214285714285714
49433,Fall,2021-2022,48347,Full In-Person,Not required,1,0.8214285714285714
49437,Fall,2021-2022,18147,Full In-Person,Not required,1,0.8490566037735849
49453,Fall,2021-2022,17177,Full In-Person,Not required,1,0.8441558441558441
49457,Fall,2021-2022,40037,Full In-Person,Not required,1,0.8055555555555556
49459,Fall,2021-2022,40037,Full In-Person,Not required,1,0.8055555555555556
49481,Fall,2021-2022,40037,Full In-Person,Not required,1,0.8055555555555556
49482,Fall,2021-2022,40037,Full In-Person,Not required,1,0.8055555555555556
49483,Fall,2021-2022,40037,Full In-Person,Not required,1,0.8055555555555556
49526,Fall,2021-2022,41061,Full In-Person,Not required,1,0.8068181818181818
49536,Fall,2021-2022,40009,Full In-Person,Not required,1,0.8333333333333334
49538,Fall,2021-2022,16049,Full In-Person,Not required,1,0.8541666666666666
49539,Fall,2021-2022,40009,Full In-Person,Not required,1,0.8333333333333334
49541,Fall,2021-2022,16049,Full In-Person,Not required,1,0.8541666666666666
49546,Fall,2021-2022,40009,Full In-Person,Not required,1,0.8333333333333334
49595,Fall,2021-2022,40007,Full In-Person,Not required,1,0.875
49628,Fall,2021-2022,40139,Full In-Person,Not required,1,0.9545454545454546
49629,Fall,2021-2022,40139,Full In-Person,Not required,1,0.9545454545454546
49643,Fall,2021-2022,40139,Full In-Person,Not required,1,0.9545454545454546
49644,Fall,2021-2022,40139,Full In-Person,Not required,1,0.9545454545454546
49650,Fall,2021-2022,40139,Full In-Person,Not required,1,0.9545454545454546
49652,Fall,2021-2022,53077,Full In-Person,Not required,1,0.8202247191011236
49684,Fall,2021-2022,40139,Full In-Person,Not required,1,0.9545454545454546
49690,Fall,2021-2022,8073,Full In-Person,Not required,1,0.9583333333333334
49699,Fall,2021-2022,28133,Full In-Person,Not required,1,0.9
49713,Fall,2021-2022,26113,Full In-Person,Not required,1,0.9166666666666666
49721,Fall,2021-2022,40037,Full In-Person,Not required,1,0.8055555555555556
49722,Fall,2021-2022,19107,Pending,,0,0.8636363636363636
49726,Fall,2021-2022,40037,Full In-Person,,1,0.8055555555555556
49747,Fall,2021-2022,8039,Hybrid/Partial,Not required,1,0.85
49759,Fall,2021-2022,45089,Full In-Person,Not required,1,0.8333333333333334
49815,Fall,2021-2022,40037,Full In-Person,Not required,1,0.8055555555555556
49861,Fall,2021-2022,27147,Full In-Person,Not required,1,0.8974358974358975
49879,Fall,2021-2022,40051,Full In-Person,Not required,1,0.8076923076923077
49907,Fall,2021-2022,47177,Full In-Person,Not required,1,1.0
49910,Fall,2021-2022,29073,Full In-Person,Not required,1,0.8
49912,Fall,2021-2022,40037,Full In-Person,Not required,1,0.8055555555555556
49914,Fall,2021-2022,40037,Full In-Person,Not required,1,0.8055555555555556
49918,Fall,2021-2022,6085,Pending,,0,0.8018867924528302
49945,Fall,2021-2022,48503,Pending,,0,0.8571428571428571
49950,Fall,2021-2022,40051,Full In-Person,Not required,1,0.8076923076923077
49977,Fall,2021-2022,40037,Full In-Person,Required all students,1,0.8055555555555556
50012,Fall,2021-2022,40139,Full In-Person,Not required,1,0.9545454545454546
50035,Fall,2021-2022,13165,Full In-Person,Not required,1,0.875
50036,Fall,2021-2022,13153,Full In-Person,Not required,1,0.835820895522388
50111,Fall,2021-2022,28139,Full In-Person,Not required,1,0.8205128205128205
50116,Fall,2021-2022,17009,Full In-Person,Not required,1,0.8076923076923077
50122,Fall,2021-2022,40051,Full In-Person,Not required,1,0.8076923076923077
50143,Fall,2021-2022,40037,Full In-Person,Not required,1,0.8055555555555556
50144,Fall,2021-2022,40037,Full In-Person,Not required,1,0.8055555555555556
50145,Fall,2021-2022,40037,Hybrid/Partial,Unknown,1,0.8055555555555556
50147,Fall,2021-2022,17015,Pending,,0,0.8214285714285714
50150,Fall,2021-2022,40009,Full In-Person,Not required,1,0.8333333333333334
50153,Fall,2021-2022,12103,Full In-Person,Not required,1,0.8043478260869565
50154,Fall,2021-2022,48165,Full In-Person,Not required,1,0.8518518518518519
50156,Fall,2021-2022,12103,Full In-Person,Not required,1,0.8043478260869565
50157,Fall,2021-2022,48165,Full In-Person,Not required,1,0.8518518518518519
50159,Fall,2021-2022,12103,Full In-Person,,1,0.8043478260869565
50160,Fall,2021-2022,48165,Full In-Person,,1,0.8518518518518519
50162,Fall,2021-2022,12103,Full In-Person,Not required,1,0.8043478260869565
50163,Fall,2021-2022,48165,Full In-Person,Not required,1,0.8518518518518519
50220,Fall,2021-2022,42037,Full In-Person,Not required,1,0.8070175438596491
50223,Fall,2021-2022,42037,Hybrid/Partial,Not required,1,0.8070175438596491
50234,Fall,2021-2022,37137,Full In-Person,Not required,1,0.8064516129032258
50236,Fall,2021-2022,48421,Full In-Person,Not required,1,0.8125
50240,Fall,2021-2022,19079,Full In-Person,Not required,1,0.8947368421052632
50254,Fall,2021-2022,48353,Full In-Person,Not required,1,0.8
50256,Fall,2021-2022,16069,Full In-Person,Not required,1,0.8936170212765957
50257,Fall,2021-2022,40009,Full In-Person,Not required,1,0.8333333333333334
50272,Fall,2021-2022,13045,Pending,,0,0.8
50276,Fall,2021-2022,40139,Full In-Person,Not required,1,0.9545454545454546
50277,Fall,2021-2022,48421,Full In-Person,Not required,1,0.8125
50281,Fall,2021-2022,18159,Hybrid/Partial,Not required,1,0.8125
50304,Fall,2021-2022,40029,Full In-Person,Not required,1,0.8571428571428571
50306,Fall,2021-2022,40007,Full In-Person,Not required,1,0.875
50308,Fall,2021-2022,40051,Hybrid/Partial,Not required,1,0.8076923076923077
50313,Fall,2021-2022,40139,Full In-Person,Not required,1,0.9545454545454546
50326,Fall,2021-2022,40051,Full In-Person,Not required,1,0.8076923076923077
50454,Fall,2021-2022,29013,Full In-Person,Required all students,1,0.8105263157894737
50455,Fall,2021-2022,27105,Full In-Person,Required all students,1,0.8041237113402062
50476,Fall,2021-2022,5019,Full In-Person,Unknown,1,0.875
50479,Fall,2021-2022,5019,Full In-Person,Required all students,1,0.875
50535,Fall,2021-2022,41007,Full In-Person,Required all students,1,0.8095238095238095
50538,Fall,2021-2022,41007,Full In-Person,Required all students,1,0.8095238095238095
50562,Fall,2021-2022,16015,Full In-Person,Required all students,1,0.9
50567,Fall,2021-2022,6103,Full In-Person,,1,0.8440366972477065
50570,Fall,2021-2022,41015,Full In-Person,Required all students,1,0.8125
50571,Fall,2021-2022,41025,Full In-Person,Required all students,1,0.875
50580,Fall,2021-2022,6049,Full In-Person,Required all students,1,0.8289473684210527
50585,Fall,2021-2022,51023,Other,Required all students,0,0.8333333333333334
50587,Fall,2021-2022,28001,Other,Required all students,0,0.875
50588,Fall,2021-2022,41057,Other,Required all students,0,0.810126582278481
50604,Fall,2021-2022,41061,Full In-Person,Not required,1,0.8068181818181818
50605,Fall,2021-2022,48071,Full In-Person,Not required,1,0.9375
50608,Fall,2021-2022,48103,Full In-Person,Required all students,1,0.875
50609,Fall,2021-2022,29209,Full In-Person,Required all students,1,0.8125
50611,Fall,2021-2022,18101,Full In-Person,Required all students,1,0.875
50612,Fall,2021-2022,41025,Full In-Person,Required all students,1,0.875
50613,Fall,2021-2022,48103,Full In-Person,Required all students,1,0.875
50614,Fall,2021-2022,29209,Full In-Person,Required all students,1,0.8125
50616,Fall,2021-2022,18101,Full In-Person,Required all students,1,0.875
50617,Fall,2021-2022,41025,Full In-Person,Required all students,1,0.875
50663,Fall,2021-2022,41061,Other,Required all students,0,0.8068181818181818
50730,Fall,2021-2022,48255,Full In-Person,Required all students,1,0.9166666666666666
50759,Fall,2021-2022,17071,Hybrid/Partial,Required all students,1,0.875
50771,Fall,2021-2022,41015,Full In-Person,Required all students,1,0.8125
50775,Fall,2021-2022,55115,Full In-Person,Not required,1,0.8461538461538461
50785,Fall,2021-2022,19107,Full In-Person,Required all students,1,0.8636363636363636
50799,Fall,2021-2022,48217,Full In-Person,Required all students,1,0.8013245033112583
50815,Fall,2021-2022,41025,Remote learning only,Not required,1,0.875
50817,Fall,2021-2022,54011,Pending,,0,0.8214285714285714
50824,Fall,2021-2022,41061,Full In-Person,Required all students,1,0.8068181818181818
50862,Fall,2021-2022,6105,Full In-Person,Required all students,1,0.8507462686567164
50870,Fall,2021-2022,41035,Full In-Person,Required all students,1,0.8571428571428571
50871,Fall,2021-2022,41035,Hybrid/Partial,Required all students,1,0.8571428571428571
50872,Fall,2021-2022,41061,Pending,,0,0.8068181818181818
50926,Fall,2021-2022,27147,Full In-Person,Required all students,1,0.8974358974358975
50959,Fall,2021-2022,5077,Full In-Person,Required all students,1,0.9375
50982,Fall,2021-2022,41061,Full In-Person,Required all students,1,0.8068181818181818
51034,Fall,2021-2022,41015,Full In-Person,Required all students,1,0.8125
51037,Fall,2021-2022,48409,Full In-Person,Required all students,1,0.8303571428571429
51040,Fall,2021-2022,26067,Full In-Person,Required all students,1,0.8319327731092437
51043,Fall,2021-2022,5003,Full In-Person,Required all students,1,0.8125
51048,Fall,2021-2022,48409,Full In-Person,Required all students,1,0.8303571428571429
51051,Fall,2021-2022,26067,Full In-Person,Required all students,1,0.8319327731092437
51054,Fall,2021-2022,5003,Full In-Person,Required all students,1,0.8125
51059,Fall,2021-2022,48409,Full In-Person,Required all students,1,0.8303571428571429
51062,Fall,2021-2022,26067,Full In-Person,Required all students,1,0.8319327731092437
51065,Fall,2021-2022,5003,Full In-Person,Required all students,1,0.8125
51070,Fall,2021-2022,48409,Full In-Person,Required all students,1,0.8303571428571429
51073,Fall,2021-2022,26067,Full In-Person,Required all students,1,0.8319327731092437
51076,Fall,2021-2022,5003,Full In-Person,Required all students,1,0.8125
51081,Fall,2021-2022,48409,Full In-Person,Required all students,1,0.8303571428571429
51084,Fall,2021-2022,26067,Full In-Person,Required all students,1,0.8319327731092437
51087,Fall,2021-2022,5003,Full In-Person,Required all students,1,0.8125
51113,Fall,2021-2022,41057,Full In-Person,Unknown,1,0.810126582278481
51161,Fall,2021-2022,39067,Pending,,0,0.8166666666666667
51163,Fall,2021-2022,41007,Full In-Person,Required all students,1,0.8095238095238095
51165,Fall,2021-2022,41007,Full In-Person,Required all students,1,0.8095238095238095
51217,Fall,2021-2022,37167,Full In-Person,Required all students,1,0.8053097345132744
51225,Fall,2021-2022,41057,Full In-Person,Unknown,1,0.810126582278481
51238,Fall,2021-2022,41061,Full In-Person,Not required,1,0.8068181818181818
51241,Fall,2021-2022,54063,Full In-Person,Not required,1,0.84375
51242,Fall,2021-2022,22093,Full In-Person,Not required,1,0.8055555555555556
51246,Fall,2021-2022,1063,Full In-Person,Not required,1,0.8611111111111112
51251,Fall,2021-2022,46019,Full In-Person,Required all students,1,0.8125
51257,Fall,2021-2022,41007,Hybrid/Partial,Not required,1,0.8095238095238095
51262,Fall,2021-2022,30007,Other,Required all students,0,0.8055555555555556
51263,Fall,2021-2022,29061,Other,Required all students,0,0.85
51349,Fall,2021-2022,21109,Other,Required all students,0,0.875
51376,Fall,2021-2022,13059,Full In-Person,Not required,1,0.8372093023255814
51396,Fall,2021-2022,23019,Full In-Person,Not required,1,0.8055555555555556
51405,Fall,2021-2022,40007,Full In-Person,Required all students,1,0.875
51406,Fall,2021-2022,54081,Full In-Person,Required all students,1,0.8611111111111112
51407,Fall,2021-2022,39131,Full In-Person,Required all students,1,0.8214285714285714
51408,Fall,2021-2022,41057,Full In-Person,Required all students,1,0.810126582278481
51409,Fall,2021-2022,5015,Full In-Person,Required all students,1,0.8409090909090909
51419,Fall,2021-2022,21223,Full In-Person,Required all students,1,0.8026315789473685
51435,Fall,2021-2022,22015,Full In-Person,Required all students,1,0.8181818181818182
51436,Fall,2021-2022,21157,Full In-Person,Required all students,1,0.8088235294117647
51437,Fall,2021-2022,47139,Full In-Person,Required all students,1,0.8181818181818182
51441,Fall,2021-2022,42037,Full In-Person,Required all students,1,0.8070175438596491
51443,Fall,2021-2022,19159,Full In-Person,Required all students,1,0.8539325842696629
51444,Fall,2021-2022,1085,Full In-Person,Required all students,1,0.8035714285714286
51454,Fall,2021-2022,42037,Full In-Person,Required all students,1,0.8070175438596491
51489,Fall,2021-2022,13291,Other,Required all students,0,0.875
51490,Fall,2021-2022,42037,Full In-Person,Required all students,1,0.8070175438596491
51491,Fall,2021-2022,42037,Full In-Person,Required all students,1,0.8070175438596491
51492,Fall,2021-2022,42037,Full In-Person,Required all students,1,0.8070175438596491
51493,Fall,2021-2022,42037,Remote learning only,,1,0.8070175438596491
51541,Fall,2021-2022,29013,Full In-Person,Required all students,1,0.8105263157894737
51544,Fall,2021-2022,13269,Full In-Person,Required all students,1,0.875
51545,Fall,2021-2022,1023,Full In-Person,Required all students,1,0.875
51547,Fall,2021-2022,21191,Full In-Person,Required all students,1,0.8409090909090909
51553,Fall,2021-2022,29013,Full In-Person,Not required,1,0.8105263157894737
51556,Fall,2021-2022,13269,Full In-Person,Not required,1,0.875
51557,Fall,2021-2022,1023,Full In-Person,Not required,1,0.875
51559,Fall,2021-2022,21191,Full In-Person,Not required,1,0.8409090909090909
51565,Fall,2021-2022,1123,Full In-Person,Required all students,1,0.875
