,Term,DistrictID,SchoolYear,county_fips,Enrollment,TeachingMethod,StudentMaskPolicy,avg_enr,useit,useit_ind
23925,Spring,93716876,2020-2021,48409,402.0,Remote learning only,Required all students,4505.1875,1,0.8303571428571429
23928,Spring,93716876,2020-2021,26067,402.0,Remote learning only,Required all students,5076.0847457627115,1,0.8319327731092437
23931,Spring,93716876,2020-2021,5003,402.0,Remote learning only,Required all students,4356.723214285715,1,0.8125
23936,Spring,903468,2020-2021,48409,9417.0,Pending,Pending,4505.1875,0,0.8303571428571429
23939,Spring,903468,2020-2021,26067,9417.0,Pending,Pending,5076.0847457627115,0,0.8319327731092437
23942,Spring,903468,2020-2021,5003,9417.0,Pending,Pending,4356.723214285715,0,0.8125
23945,Spring,903277,2020-2021,23003,1829.0,Full In-Person,Required all students,1506.75,1,0.875
24009,Spring,903369,2020-2021,41061,1832.0,Pending,Pending,4646.534090909091,0,0.8068181818181818
24012,Spring,903369,2020-2021,54063,1832.0,Pending,Pending,2625.59375,0,0.84375
24013,Spring,903369,2020-2021,22093,1832.0,Pending,Pending,2791.1944444444443,0,0.8055555555555556
24017,Spring,903369,2020-2021,1063,1832.0,Pending,Pending,2527.4166666666665,0,0.8611111111111112
24037,Spring,903459,2020-2021,38019,1433.0,Hybrid/Partial,Required all students,3280.109375,1,0.875
24056,Spring,903466,2020-2021,27033,3037.0,Pending,Pending,941.5,0,0.84
24062,Spring,103659711,2020-2021,17177,1160.0,Hybrid/Partial,Required all students,1703.0133333333333,1,0.8441558441558441
24119,Spring,897898,2020-2021,29013,2927.0,Hybrid/Partial,Required all students,8688.168421052631,1,0.8105263157894737
24120,Spring,897898,2020-2021,27105,2927.0,Hybrid/Partial,Required all students,1651.6288659793815,1,0.8041237113402062
24125,Spring,897900,2020-2021,29013,1652.0,Pending,Pending,8688.168421052631,0,0.8105263157894737
24126,Spring,897900,2020-2021,27105,1652.0,Pending,Pending,1651.6288659793815,0,0.8041237113402062
24172,Spring,898031,2020-2021,29163,335.0,Pending,Pending,3901.1794871794873,0,0.810126582278481
24219,Spring,897973,2020-2021,23019,1154.0,Hybrid/Partial,Required all students,1447.5277777777778,1,0.8055555555555556
24224,Spring,897974,2020-2021,23019,21.0,Pending,Pending,1447.5277777777778,0,0.8055555555555556
24230,Spring,898032,2020-2021,23023,1133.0,Hybrid/Partial,Required all students,1664.0,1,0.8333333333333334
24232,Spring,898032,2020-2021,26037,1133.0,Hybrid/Partial,Required all students,1395.34375,1,0.84375
24233,Spring,898032,2020-2021,54065,1133.0,Hybrid/Partial,Required all students,1470.55,1,0.8
24253,Spring,898068,2020-2021,48321,2987.0,Other,Required all students,2264.75,0,0.8611111111111112
24254,Spring,898068,2020-2021,41057,2987.0,Other,Required all students,2784.746835443038,0,0.810126582278481
24257,Spring,93689695,2020-2021,48321,444.0,Other,Pending,2264.75,0,0.8611111111111112
24258,Spring,93689695,2020-2021,41057,444.0,Other,Pending,2784.746835443038,0,0.810126582278481
24261,Spring,898070,2020-2021,48321,7802.0,Full In-Person,Required all students,2264.75,1,0.8611111111111112
24262,Spring,898070,2020-2021,41057,7802.0,Full In-Person,Required all students,2784.746835443038,1,0.810126582278481
24265,Spring,108191571,2020-2021,48321,150.0,Remote learning only,Required all students,2264.75,1,0.8611111111111112
24266,Spring,108191571,2020-2021,41057,150.0,Remote learning only,Required all students,2784.746835443038,1,0.810126582278481
24268,Spring,897780,2020-2021,26079,266.0,Hybrid/Partial,Required all students,3946.125,1,0.8125
24274,Spring,898033,2020-2021,26067,1879.0,Hybrid/Partial,Required all students,5076.0847457627115,1,0.8319327731092437
24277,Spring,897781,2020-2021,26009,380.0,Full In-Person,Required all students,578.2903225806451,1,0.8761904761904762
24281,Spring,898220,2020-2021,20157,4887.0,Hybrid/Partial,Required all students,1773.4125,1,0.825
24282,Spring,898220,2020-2021,42087,4887.0,Hybrid/Partial,Required all students,1488.3629032258063,1,0.8225806451612904
24367,Spring,898221,2020-2021,26093,6067.0,Pending,Pending,4305.212765957447,0,0.8085106382978723
24373,Spring,108211403,2020-2021,26093,250.0,Hybrid/Partial,Required all students,4305.212765957447,1,0.8085106382978723
24380,Spring,897870,2020-2021,46091,385.0,Pending,Pending,2776.5208333333335,0,0.8125
24396,Spring,897914,2020-2021,13143,1835.0,Full In-Person,Required all students,2666.5106382978724,1,0.8085106382978723
24397,Spring,897914,2020-2021,51023,1835.0,Full In-Person,Required all students,1780.888888888889,1,0.8333333333333334
24403,Spring,897955,2020-2021,19191,315.0,Other,Required all students,1252.7575757575758,0,0.8181818181818182
24524,Spring,897839,2020-2021,13099,3743.0,Hybrid/Partial,Required all students,2093.5,1,0.9166666666666666
24526,Spring,93755941,2020-2021,13099,315.0,Full In-Person,Required all students,2093.5,1,0.9166666666666666
24530,Spring,897727,2020-2021,17177,380.0,Full In-Person,Required all students,1703.0133333333333,1,0.8441558441558441
24531,Spring,897727,2020-2021,6049,380.0,Full In-Person,Required all students,1753.5135135135135,1,0.8289473684210527
24536,Spring,897785,2020-2021,26009,379.0,Other,Pending,578.2903225806451,0,0.8761904761904762
24541,Spring,897958,2020-2021,28157,965.0,Full In-Person,Required all students,3147.9,1,0.85
24570,Spring,898272,2020-2021,54015,1878.0,Hybrid/Partial,Required all students,1954.5,1,0.875
24580,Spring,897873,2020-2021,47001,1247.0,Full In-Person,Required all students,2358.343511450382,1,0.8091603053435115
24593,Spring,897873,2020-2021,53029,1247.0,Full In-Person,Required all students,2215.4873949579833,1,0.8151260504201681
24608,Spring,897962,2020-2021,39107,2993.0,Pending,Pending,2775.4166666666665,0,0.8125
24612,Spring,93740187,2020-2021,39107,418.0,Hybrid/Partial,Required all students,2775.4166666666665,1,0.8125
24620,Spring,898078,2020-2021,13243,675.0,Hybrid/Partial,Required all students,609.2173913043479,1,0.8333333333333334
24623,Spring,897935,2020-2021,6017,1347.0,Full In-Person,Required all students,2577.9423076923076,1,0.8130841121495327
25048,Spring,898229,2020-2021,27105,1715.0,Pending,Pending,1651.6288659793815,0,0.8041237113402062
25050,Spring,898121,2020-2021,55091,1482.0,Pending,Pending,796.8125,0,0.8125
25067,Spring,897786,2020-2021,26009,1273.0,Hybrid/Partial,Required all students,578.2903225806451,1,0.8761904761904762
25068,Spring,897733,2020-2021,23009,280.0,Full In-Person,Required all students,659.7142857142857,1,0.9642857142857143
25072,Spring,897733,2020-2021,19079,280.0,Full In-Person,Required all students,1091.3552631578948,1,0.8947368421052632
25073,Spring,897733,2020-2021,27105,280.0,Full In-Person,Required all students,1651.6288659793815,1,0.8041237113402062
25074,Spring,897733,2020-2021,26009,280.0,Full In-Person,Required all students,578.2903225806451,1,0.8761904761904762
25079,Spring,104593945,2020-2021,26037,557.0,Remote learning only,Required all students,1395.34375,1,0.84375
25081,Spring,898010,2020-2021,26037,1583.0,Hybrid/Partial,Required all students,1395.34375,1,0.84375
25154,Spring,897759,2020-2021,26055,546.0,Full In-Person,Required all students,1708.972972972973,1,0.8648648648648649
25157,Spring,898198,2020-2021,17033,1940.0,Pending,Pending,7142.3859649122805,0,0.8070175438596491
25161,Spring,93829636,2020-2021,17033,250.0,Hybrid/Partial,Required all students,7142.3859649122805,1,0.8070175438596491
25184,Spring,898011,2020-2021,26037,506.0,Full In-Person,Required all students,1395.34375,1,0.84375
25185,Spring,898011,2020-2021,8089,506.0,Full In-Person,Required all students,833.25,1,0.825
25186,Spring,898011,2020-2021,20119,506.0,Full In-Person,Required all students,880.1875,1,0.8125
25187,Spring,898012,2020-2021,26093,3010.0,Hybrid/Partial,Required all students,4305.212765957447,1,0.8085106382978723
25190,Spring,897760,2020-2021,21073,527.0,Hybrid/Partial,Required all students,3485.225,1,0.8780487804878049
25192,Spring,897760,2020-2021,18023,527.0,Hybrid/Partial,Required all students,2023.8295454545455,1,0.8539325842696629
25205,Spring,898081,2020-2021,53029,1951.0,Full In-Person,Required all students,2215.4873949579833,1,0.8151260504201681
25221,Spring,898200,2020-2021,20055,3923.0,Hybrid/Partial,Required all students,2603.2580645161293,1,0.8125
25235,Spring,108228090,2020-2021,20055,600.0,Other,Required all students,2603.2580645161293,0,0.8125
25258,Spring,897706,2020-2021,17071,1596.0,Other,Required all students,2135.125,0,0.875
25351,Spring,897735,2020-2021,26039,1603.0,Full In-Person,Required all students,1603.0,1,1.0
25396,Spring,898048,2020-2021,29033,517.0,Full In-Person,Pending,3513.2027027027025,1,0.8421052631578947
25399,Spring,897834,2020-2021,1093,2752.0,Remote learning only,Required all students,2677.943181818182,1,0.8522727272727273
25400,Spring,897834,2020-2021,48193,2752.0,Remote learning only,Required all students,2558.6176470588234,1,0.8088235294117647
25431,Spring,897709,2020-2021,20003,719.0,Pending,Pending,3317.84375,0,0.8125
25446,Spring,897835,2020-2021,48069,1472.0,Hybrid/Partial,Pending,1586.8,1,0.85
25487,Spring,93831960,2020-2021,42087,270.0,Full In-Person,Required for high school students only,1488.3629032258063,1,0.8225806451612904
25493,Spring,93831783,2020-2021,42087,500.0,Remote learning only,Pending,1488.3629032258063,1,0.8225806451612904
25560,Spring,898017,2020-2021,1125,5917.0,Other,Required all students,4631.222222222223,0,0.8611111111111112
25581,Spring,93756122,2020-2021,26093,1250.0,Hybrid/Partial,Required all students,4305.212765957447,1,0.8085106382978723
25583,Spring,898165,2020-2021,26093,5527.0,Full In-Person,Pending,4305.212765957447,1,0.8085106382978723
25585,Spring,898018,2020-2021,26093,7223.0,Other,Required all students,4305.212765957447,0,0.8085106382978723
25608,Spring,898022,2020-2021,26067,7.0,Pending,Pending,5076.0847457627115,0,0.8319327731092437
25611,Spring,898020,2020-2021,26067,24.0,Full In-Person,Required all students,5076.0847457627115,1,0.8319327731092437
25614,Spring,898024,2020-2021,26067,3080.0,Full In-Person,Required all students,5076.0847457627115,1,0.8319327731092437
25617,Spring,898021,2020-2021,26067,13.0,Hybrid/Partial,Required all students,5076.0847457627115,1,0.8319327731092437
25626,Spring,897992,2020-2021,36109,1177.0,Full In-Person,Required all students,1693.0,1,0.8421052631578947
25772,Spring,897762,2020-2021,26079,50.0,Hybrid/Partial,Required all students,3946.125,1,0.8125
25773,Spring,897761,2020-2021,26079,1553.0,Pending,Pending,3946.125,0,0.8125
25787,Spring,897763,2020-2021,26055,1625.0,Pending,Pending,1708.972972972973,0,0.8648648648648649
25808,Spring,897764,2020-2021,12023,1127.0,Hybrid/Partial,Pending,2735.089285714286,1,0.8392857142857143
25812,Spring,897764,2020-2021,13063,1127.0,Hybrid/Partial,Pending,4291.313725490196,1,0.8235294117647058
25813,Spring,897764,2020-2021,5031,1127.0,Hybrid/Partial,Pending,5604.455882352941,1,0.8529411764705882
25814,Spring,897764,2020-2021,47001,1127.0,Hybrid/Partial,Pending,2358.343511450382,1,0.8091603053435115
25815,Spring,897764,2020-2021,19025,1127.0,Hybrid/Partial,Pending,1828.9833333333333,1,0.8
25816,Spring,897764,2020-2021,26113,1127.0,Hybrid/Partial,Pending,2958.6944444444443,1,0.9166666666666666
25817,Spring,897764,2020-2021,48409,1127.0,Hybrid/Partial,Pending,4505.1875,1,0.8303571428571429
25818,Spring,897764,2020-2021,8053,1127.0,Hybrid/Partial,Pending,2976.25,1,0.9583333333333334
25819,Spring,897764,2020-2021,6049,1127.0,Hybrid/Partial,Pending,1753.5135135135135,1,0.8289473684210527
25820,Spring,897764,2020-2021,46091,1127.0,Hybrid/Partial,Pending,2776.5208333333335,1,0.8125
25821,Spring,93756099,2020-2021,26089,120.0,Hybrid/Partial,Required all students,936.8372093023256,1,0.8372093023255814
25936,Spring,897765,2020-2021,26089,523.0,Full In-Person,Required all students,936.8372093023256,1,0.8372093023255814
25972,Spring,898106,2020-2021,47135,3337.0,Hybrid/Partial,Required all students,2147.785714285714,1,0.8214285714285714
26022,Spring,897768,2020-2021,26009,1076.0,Full In-Person,Unknown,578.2903225806451,1,0.8761904761904762
26043,Spring,897680,2020-2021,26153,880.0,Hybrid/Partial,Required all students,880.0,1,1.0
26045,Spring,897771,2020-2021,6103,989.0,Full In-Person,Required all students,1828.648148148148,1,0.8440366972477065
26046,Spring,897743,2020-2021,26089,800.0,Full In-Person,Required all students,936.8372093023256,1,0.8372093023255814
26159,Spring,897923,2020-2021,39107,560.0,Hybrid/Partial,Required all students,2775.4166666666665,1,0.8125
26163,Spring,898086,2020-2021,55069,1112.0,Hybrid/Partial,Required all students,1802.1666666666667,1,0.8333333333333334
26164,Spring,898086,2020-2021,41035,1112.0,Hybrid/Partial,Required all students,2586.0,1,0.8571428571428571
26222,Spring,898209,2020-2021,35006,2219.0,Hybrid/Partial,Required all students,3083.31914893617,1,0.8163265306122449
26232,Spring,898052,2020-2021,24029,1081.0,Hybrid/Partial,Required all students,2708.397590361446,1,0.8192771084337349
26233,Spring,898059,2020-2021,26135,520.0,Remote learning only,Required all students,520.0,1,1.0
26266,Spring,897813,2020-2021,48337,1580.0,Hybrid/Partial,Required all students,376.17857142857144,1,0.8214285714285714
26268,Spring,898108,2020-2021,51087,1362.0,Other,Pending,2139.846153846154,0,0.8269230769230769
26276,Spring,898108,2020-2021,5003,1362.0,Other,Pending,4356.723214285715,0,0.8125
26336,Spring,897854,2020-2021,39069,1502.0,Hybrid/Partial,Required all students,895.2222222222222,1,0.8055555555555556
26338,Spring,897854,2020-2021,38047,1502.0,Hybrid/Partial,Required all students,1040.25,1,0.84375
26396,Spring,897746,2020-2021,1125,147.0,Full In-Person,Required all students,4631.222222222223,1,0.8611111111111112
26398,Spring,897746,2020-2021,26089,147.0,Full In-Person,Required all students,936.8372093023256,1,0.8372093023255814
26430,Spring,897742,2020-2021,26141,619.0,Hybrid/Partial,Required all students,946.21875,1,0.875
26432,Spring,93815619,2020-2021,26141,29.0,Hybrid/Partial,Pending,946.21875,1,0.875
26439,Spring,898054,2020-2021,26069,1190.0,Other,Required all students,1107.6,0,0.8
26491,Spring,897926,2020-2021,54065,2228.0,Hybrid/Partial,Required all students,1470.55,1,0.8
26493,Spring,898114,2020-2021,16069,355.0,Other,Required all students,1432.1489361702127,0,0.8936170212765957
26496,Spring,898006,2020-2021,13153,1165.0,Hybrid/Partial,Required all students,3468.1194029850744,1,0.835820895522388
26524,Spring,108529001,2020-2021,26093,200.0,Hybrid/Partial,Unknown,4305.212765957447,1,0.8085106382978723
26525,Spring,898188,2020-2021,26093,3095.0,Hybrid/Partial,Required all students,4305.212765957447,1,0.8085106382978723
26616,Spring,897979,2020-2021,48409,2086.0,Full In-Person,Required all students,4505.1875,1,0.8303571428571429
26619,Spring,897979,2020-2021,26067,2086.0,Full In-Person,Required all students,5076.0847457627115,1,0.8319327731092437
26622,Spring,897979,2020-2021,5003,2086.0,Full In-Person,Required all students,4356.723214285715,1,0.8125
26626,Spring,897715,2020-2021,26141,226.0,Full In-Person,Required all students,946.21875,1,0.875
26663,Spring,897691,2020-2021,20157,132.0,Pending,Pending,1773.4125,0,0.825
26664,Spring,897929,2020-2021,53005,3220.0,Pending,Pending,4504.625,0,0.825
26667,Spring,897929,2020-2021,13259,3220.0,Pending,Pending,3367.125,0,0.9166666666666666
26670,Spring,897929,2020-2021,19107,3220.0,Pending,Pending,3020.0227272727275,0,0.8636363636363636
26671,Spring,897929,2020-2021,18147,3220.0,Pending,Pending,2723.1153846153848,0,0.8490566037735849
26675,Spring,897929,2020-2021,31037,3220.0,Pending,Pending,3462.1041666666665,0,0.875
26714,Spring,897851,2020-2021,39107,8092.0,Pending,Pending,2775.4166666666665,0,0.8125
26715,Spring,897851,2020-2021,47009,8092.0,Pending,Pending,8422.112359550561,0,0.8314606741573034
26718,Spring,897851,2020-2021,1037,8092.0,Pending,Pending,5252.944444444444,0,0.8055555555555556
26719,Spring,897851,2020-2021,16011,8092.0,Pending,Pending,4054.968253968254,0,0.8203125
26720,Spring,897716,2020-2021,26141,528.0,Other,Required all students,946.21875,0,0.875
26791,Spring,897843,2020-2021,26069,2172.0,Pending,Pending,1107.6,0,0.8
26802,Spring,897984,2020-2021,26067,965.0,Full In-Person,Required all students,5076.0847457627115,1,0.8319327731092437
26964,Spring,897749,2020-2021,26089,590.0,Pending,Pending,936.8372093023256,0,0.8372093023255814
26966,Spring,108228075,2020-2021,26069,165.0,Remote learning only,Required all students,1107.6,1,0.8
26967,Spring,898026,2020-2021,26069,1243.0,Hybrid/Partial,Required all students,1107.6,1,0.8
27036,Spring,93740541,2020-2021,26055,800.0,Full In-Person,Required all students,1708.972972972973,1,0.8648648648648649
27037,Spring,105878950,2020-2021,26055,165.0,Pending,Pending,1708.972972972973,0,0.8648648648648649
27038,Spring,93740550,2020-2021,26055,130.0,Full In-Person,Required all students,1708.972972972973,1,0.8648648648648649
27039,Spring,897750,2020-2021,26055,10140.0,Full In-Person,Required all students,1708.972972972973,1,0.8648648648648649
27040,Spring,93740533,2020-2021,26055,217.0,Full In-Person,Pending,1708.972972972973,1,0.8648648648648649
27103,Spring,897908,2020-2021,28149,3020.0,Other,Required all students,5819.75,0,0.875
27105,Spring,897908,2020-2021,42119,3020.0,Other,Required all students,2864.176470588235,0,0.8627450980392157
27237,Spring,898007,2020-2021,26037,610.0,Full In-Person,Required all students,1395.34375,1,0.84375
27239,Spring,898007,2020-2021,20003,610.0,Full In-Person,Required all students,3317.84375,1,0.8125
27252,Spring,898029,2020-2021,26069,768.0,Remote learning only,Required all students,1107.6,1,0.8
27357,Spring,896605,2020-2021,29013,603.0,Hybrid/Partial,Required all students,8688.168421052631,1,0.8105263157894737
27358,Spring,896605,2020-2021,27105,603.0,Hybrid/Partial,Required all students,1651.6288659793815,1,0.8041237113402062
27384,Spring,896634,2020-2021,26009,500.0,Pending,Pending,578.2903225806451,0,0.8761904761904762
27456,Spring,896451,2020-2021,27029,927.0,Full In-Person,Required all students,755.8333333333334,1,0.8333333333333334
27459,Spring,896481,2020-2021,13171,800.0,Hybrid/Partial,Required all students,1641.1666666666667,1,0.9166666666666666
27463,Spring,896698,2020-2021,27017,778.0,Full In-Person,Required all students,908.6666666666666,1,0.8205128205128205
27468,Spring,896452,2020-2021,27077,476.0,Full In-Person,Required all students,840.3333333333334,1,1.0
27472,Spring,896525,2020-2021,31125,700.0,Hybrid/Partial,Required all students,3193.5,1,0.8409090909090909
27499,Spring,896666,2020-2021,27147,770.0,Full In-Person,Required for high school students only,3294.7105263157896,1,0.8974358974358975
27556,Spring,896607,2020-2021,27105,461.0,Full In-Person,Required all students,1651.6288659793815,1,0.8041237113402062
27614,Spring,896608,2020-2021,27165,300.0,Full In-Person,Pending,8335.9,1,0.85
27644,Spring,896455,2020-2021,6085,135.0,Other,Required all students,5668.215311004785,0,0.8018867924528302
27653,Spring,896576,2020-2021,6049,638.0,Full In-Person,Required all students,1753.5135135135135,1,0.8289473684210527
27656,Spring,896699,2020-2021,27017,461.0,Hybrid/Partial,Required all students,908.6666666666666,1,0.8205128205128205
27669,Spring,896700,2020-2021,23007,740.0,Full In-Person,No,732.5,1,1.0
27674,Spring,896422,2020-2021,27029,405.0,Hybrid/Partial,Required all students,755.8333333333334,1,0.8333333333333334
27701,Spring,896579,2020-2021,47001,365.0,Full In-Person,Required all students,2358.343511450382,1,0.8091603053435115
27714,Spring,896579,2020-2021,53029,365.0,Full In-Person,Required all students,2215.4873949579833,1,0.8151260504201681
27719,Spring,896701,2020-2021,27017,2695.0,Full In-Person,Required all students,908.6666666666666,1,0.8205128205128205
27720,Spring,114711205,2020-2021,27017,30.0,Full In-Person,Required all students,908.6666666666666,1,0.8205128205128205
27738,Spring,896549,2020-2021,6089,670.0,Full In-Person,Required all students,1841.2649006622516,1,0.8145695364238411
27741,Spring,896549,2020-2021,16049,670.0,Full In-Person,Required all students,1089.5208333333333,1,0.8541666666666666
27742,Spring,896549,2020-2021,48257,670.0,Full In-Person,Required all students,2646.9166666666665,1,0.8194444444444444
27746,Spring,896703,2020-2021,27017,302.0,Hybrid/Partial,Required all students,908.6666666666666,1,0.8205128205128205
27802,Spring,896746,2020-2021,16035,14780.0,Full In-Person,Required all students,4339.25,1,0.8947368421052632
27804,Spring,96932278,2020-2021,16035,758.0,Hybrid/Partial,Required all students,4339.25,1,0.8947368421052632
27806,Spring,114711376,2020-2021,16035,4339.25,Pending,Pending,4339.25,0,0.8947368421052632
27807,Spring,896610,2020-2021,23009,147.0,Full In-Person,Required all students,659.7142857142857,1,0.9642857142857143
27811,Spring,896610,2020-2021,19079,147.0,Full In-Person,Required all students,1091.3552631578948,1,0.8947368421052632
27812,Spring,896610,2020-2021,27105,147.0,Full In-Person,Required all students,1651.6288659793815,1,0.8041237113402062
27813,Spring,896610,2020-2021,26009,147.0,Full In-Person,Required all students,578.2903225806451,1,0.8761904761904762
27819,Spring,896705,2020-2021,27017,1265.0,Pending,Pending,908.6666666666666,0,0.8205128205128205
27865,Spring,896784,2020-2021,27115,809.0,Full In-Person,Required all students,1197.7142857142858,1,0.8928571428571429
27894,Spring,896644,2020-2021,54021,307.0,Pending,Pending,608.5,0,0.875
27897,Spring,896644,2020-2021,37099,307.0,Pending,Pending,1986.9411764705883,0,0.8235294117647058
27901,Spring,896531,2020-2021,5109,1369.0,Pending,Pending,7717.375,0,0.8125
27905,Spring,896531,2020-2021,53039,1369.0,Pending,Pending,1324.8080808080808,0,0.8484848484848485
27994,Spring,896710,2020-2021,20065,264.0,Full In-Person,Required all students,423.75,1,0.8333333333333334
28000,Spring,896802,2020-2021,27115,957.0,Other,Required all students,1197.7142857142858,0,0.8928571428571429
28001,Spring,896802,2020-2021,49027,957.0,Other,Required all students,1462.1153846153845,0,0.8653846153846154
28095,Spring,896803,2020-2021,12023,1300.0,Hybrid/Partial,Required all students,2735.089285714286,1,0.8392857142857143
28099,Spring,896803,2020-2021,13063,1300.0,Hybrid/Partial,Required all students,4291.313725490196,1,0.8235294117647058
28100,Spring,896803,2020-2021,5031,1300.0,Hybrid/Partial,Required all students,5604.455882352941,1,0.8529411764705882
28101,Spring,896803,2020-2021,47001,1300.0,Hybrid/Partial,Required all students,2358.343511450382,1,0.8091603053435115
28102,Spring,896803,2020-2021,19025,1300.0,Hybrid/Partial,Required all students,1828.9833333333333,1,0.8
28103,Spring,896803,2020-2021,26113,1300.0,Hybrid/Partial,Required all students,2958.6944444444443,1,0.9166666666666666
28104,Spring,896803,2020-2021,48409,1300.0,Hybrid/Partial,Required all students,4505.1875,1,0.8303571428571429
28105,Spring,896803,2020-2021,8053,1300.0,Hybrid/Partial,Required all students,2976.25,1,0.9583333333333334
28106,Spring,896803,2020-2021,6049,1300.0,Hybrid/Partial,Required all students,1753.5135135135135,1,0.8289473684210527
28107,Spring,896803,2020-2021,46091,1300.0,Hybrid/Partial,Required all students,2776.5208333333335,1,0.8125
28142,Spring,896651,2020-2021,16069,820.0,Full In-Person,Required all students,1432.1489361702127,1,0.8936170212765957
28145,Spring,896651,2020-2021,6105,820.0,Full In-Person,Required all students,1436.3432835820895,1,0.8507462686567164
28147,Spring,896651,2020-2021,31133,820.0,Full In-Person,Required all students,2054.2903225806454,1,0.9354838709677419
28166,Spring,896652,2020-2021,53039,263.0,Full In-Person,Required all students,1324.8080808080808,1,0.8484848484848485
28169,Spring,896616,2020-2021,27165,671.0,Full In-Person,Required all students,8335.9,1,0.85
28191,Spring,896438,2020-2021,27087,637.0,Other,Required all students,463.625,0,0.8125
28238,Spring,896806,2020-2021,27147,955.0,Hybrid/Partial,Required all students,3294.7105263157896,1,0.8974358974358975
28245,Spring,896505,2020-2021,39125,1350.0,Pending,Pending,1051.3541666666667,0,0.8125
28250,Spring,896533,2020-2021,42087,30.0,Pending,Pending,1488.3629032258063,0,0.8225806451612904
28341,Spring,896733,2020-2021,5043,4108.0,Other,Required all students,2624.403846153846,0,0.8269230769230769
28344,Spring,896733,2020-2021,21231,4108.0,Other,Required all students,1937.6153846153845,0,0.8269230769230769
28348,Spring,896733,2020-2021,13159,4108.0,Other,Required all students,1937.6153846153845,0,0.8269230769230769
28350,Spring,896733,2020-2021,49037,4108.0,Other,Required all students,1963.4655172413793,0,0.8103448275862069
28351,Spring,896733,2020-2021,28077,4108.0,Other,Required all students,1881.7857142857142,0,0.8214285714285714
28355,Spring,96932130,2020-2021,5043,175.0,Hybrid/Partial,Required all students,2624.403846153846,1,0.8269230769230769
28358,Spring,96932130,2020-2021,21231,175.0,Hybrid/Partial,Required all students,1937.6153846153845,1,0.8269230769230769
28362,Spring,96932130,2020-2021,13159,175.0,Hybrid/Partial,Required all students,1937.6153846153845,1,0.8269230769230769
28364,Spring,96932130,2020-2021,49037,175.0,Hybrid/Partial,Required all students,1963.4655172413793,1,0.8103448275862069
28365,Spring,96932130,2020-2021,28077,175.0,Hybrid/Partial,Required all students,1881.7857142857142,1,0.8214285714285714
28369,Spring,896439,2020-2021,28133,7261.0,Other,Required all students,6215.65,0,0.9
28371,Spring,896712,2020-2021,27017,694.0,Full In-Person,Required all students,908.6666666666666,1,0.8205128205128205
28372,Spring,896807,2020-2021,27065,1704.0,Full In-Person,Required all students,935.3333333333334,1,0.9166666666666666
28373,Spring,896807,2020-2021,72071,1704.0,Full In-Person,Required all students,1088.0,1,0.875
28374,Spring,896807,2020-2021,35033,1704.0,Full In-Person,Required all students,745.6666666666666,1,0.9166666666666666
28384,Spring,896589,2020-2021,27033,500.0,Full In-Person,Required all students,941.5,1,0.84
28387,Spring,108557903,2020-2021,27087,143.0,Full In-Person,Required all students,463.625,1,0.8125
28402,Spring,896540,2020-2021,9011,1620.0,Other,Required all students,1710.638888888889,0,0.8055555555555556
28409,Spring,896540,2020-2021,37167,1620.0,Other,Required all students,1656.4424778761063,0,0.8053097345132744
28440,Spring,896507,2020-2021,27065,630.0,Full In-Person,Pending,935.3333333333334,1,0.9166666666666666
28449,Spring,896810,2020-2021,27147,5093.0,Hybrid/Partial,Required all students,3294.7105263157896,1,0.8974358974358975
28453,Spring,896511,2020-2021,29163,949.0,Full In-Person,Required all students,3901.1794871794873,1,0.810126582278481
28460,Spring,896811,2020-2021,27115,1659.0,Full In-Person,Required all students,1197.7142857142858,1,0.8928571428571429
28471,Spring,896656,2020-2021,31139,1505.0,Full In-Person,Required all students,1720.28125,1,0.875
28474,Spring,896414,2020-2021,16009,415.0,Full In-Person,Required all students,364.9166666666667,1,0.8333333333333334
28520,Spring,44859180,2020-2021,17051,1000.0,Pending,Pending,1401.625,0,0.8
28523,Spring,896778,2020-2021,31027,644.0,Full In-Person,Required all students,1189.8266666666666,1,0.8133333333333334
28539,Spring,114697553,2020-2021,37167,40.0,Pending,Pending,1656.4424778761063,0,0.8053097345132744
28540,Spring,114697553,2020-2021,42067,40.0,Pending,Pending,1655.2,0,0.8
28541,Spring,114697553,2020-2021,16063,40.0,Pending,Pending,1222.4565217391305,0,0.9130434782608695
28542,Spring,114697553,2020-2021,6103,40.0,Pending,Pending,1828.648148148148,0,0.8440366972477065
28549,Spring,96941186,2020-2021,37167,200.0,Hybrid/Partial,Required all students,1656.4424778761063,1,0.8053097345132744
28550,Spring,96941186,2020-2021,42067,200.0,Hybrid/Partial,Required all students,1655.2,1,0.8
28551,Spring,96941186,2020-2021,16063,200.0,Hybrid/Partial,Required all students,1222.4565217391305,1,0.9130434782608695
28552,Spring,96941186,2020-2021,6103,200.0,Hybrid/Partial,Required all students,1828.648148148148,1,0.8440366972477065
28559,Spring,896721,2020-2021,37167,4328.0,Hybrid/Partial,Required all students,1656.4424778761063,1,0.8053097345132744
28560,Spring,896721,2020-2021,42067,4328.0,Hybrid/Partial,Required all students,1655.2,1,0.8
28561,Spring,896721,2020-2021,16063,4328.0,Hybrid/Partial,Required all students,1222.4565217391305,1,0.9130434782608695
28562,Spring,896721,2020-2021,6103,4328.0,Hybrid/Partial,Required all students,1828.648148148148,1,0.8440366972477065
