,Term,DistrictID,SchoolYear,county_fips,Enrollment,TeachingMethod,StudentMaskPolicy,avg_enr,useit,useit_ind
28569,Spring,108557687,2020-2021,37167,200.0,Hybrid/Partial,Required all students,1656.4424778761063,1,0.8053097345132744
28570,Spring,108557687,2020-2021,42067,200.0,Hybrid/Partial,Required all students,1655.2,1,0.8
28571,Spring,108557687,2020-2021,16063,200.0,Hybrid/Partial,Required all students,1222.4565217391305,1,0.9130434782608695
28572,Spring,108557687,2020-2021,6103,200.0,Hybrid/Partial,Required all students,1828.648148148148,1,0.8440366972477065
28579,Spring,96932013,2020-2021,37167,65.0,Remote learning only,Required all students,1656.4424778761063,1,0.8053097345132744
28580,Spring,96932013,2020-2021,42067,65.0,Remote learning only,Required all students,1655.2,1,0.8
28581,Spring,96932013,2020-2021,16063,65.0,Remote learning only,Required all students,1222.4565217391305,1,0.9130434782608695
28582,Spring,96932013,2020-2021,6103,65.0,Remote learning only,Required all students,1828.648148148148,1,0.8440366972477065
28653,Spring,896739,2020-2021,39107,1707.0,Full In-Person,Required all students,2775.4166666666665,1,0.8125
28654,Spring,896739,2020-2021,47009,1707.0,Full In-Person,Required all students,8422.112359550561,1,0.8314606741573034
28657,Spring,896739,2020-2021,1037,1707.0,Full In-Person,Required all students,5252.944444444444,1,0.8055555555555556
28658,Spring,896739,2020-2021,16011,1707.0,Full In-Person,Required all students,4054.968253968254,1,0.8203125
28737,Spring,896664,2020-2021,36087,600.0,Unknown,Unknown,5797.144736842105,0,0.8076923076923077
28772,Spring,896660,2020-2021,1037,2226.0,Full In-Person,Required all students,5252.944444444444,1,0.8055555555555556
28775,Spring,114711524,2020-2021,42037,150.0,Hybrid/Partial,Required all students,2296.059523809524,1,0.8070175438596491
28778,Spring,96932216,2020-2021,42037,1200.0,Hybrid/Partial,Required all students,2296.059523809524,1,0.8070175438596491
28781,Spring,896787,2020-2021,42037,8639.0,Hybrid/Partial,Unknown,2296.059523809524,1,0.8070175438596491
28791,Spring,896730,2020-2021,27075,1441.0,Full In-Person,Required all students,1441.0,1,1.0
28839,Spring,896744,2020-2021,12023,1907.0,Other,Required all students,2735.089285714286,0,0.8392857142857143
28848,Spring,896448,2020-2021,27087,707.0,Full In-Person,Required all students,463.625,1,0.8125
28854,Spring,896566,2020-2021,27033,410.0,Full In-Person,Required all students,941.5,1,0.84
28865,Spring,896687,2020-2021,27115,450.0,Full In-Person,Required all students,1197.7142857142858,1,0.8928571428571429
28866,Spring,896603,2020-2021,27033,640.0,Full In-Person,Required all students,941.5,1,0.84
28901,Spring,896567,2020-2021,27105,3343.0,Pending,Pending,1651.6288659793815,0,0.8041237113402062
28908,Spring,896688,2020-2021,27017,351.0,Other,Required all students,908.6666666666666,0,0.8205128205128205
28910,Spring,894159,2020-2021,29013,702.0,Full In-Person,Unknown,8688.168421052631,1,0.8105263157894737
28911,Spring,894159,2020-2021,27105,702.0,Full In-Person,Unknown,1651.6288659793815,1,0.8041237113402062
28950,Spring,893992,2020-2021,20141,761.0,Full In-Person,Required all students,1107.225,1,0.8
28952,Spring,894160,2020-2021,29013,200.0,Full In-Person,Required all students,8688.168421052631,1,0.8105263157894737
28955,Spring,894128,2020-2021,6089,3903.0,Hybrid/Partial,Pending,1841.2649006622516,1,0.8145695364238411
28961,Spring,894128,2020-2021,48185,3903.0,Hybrid/Partial,Pending,2917.7818181818184,1,0.8363636363636363
28965,Spring,894335,2020-2021,17033,342.0,Full In-Person,No,7142.3859649122805,1,0.8070175438596491
29016,Spring,893993,2020-2021,29067,1362.0,Full In-Person,Required all students,735.0,1,0.875
29018,Spring,893994,2020-2021,29067,108.0,Full In-Person,No,735.0,1,0.875
29026,Spring,894236,2020-2021,20105,189.0,Pending,Pending,1068.15,0,0.8
29037,Spring,894326,2020-2021,22015,130.0,Pending,Pending,3794.4545454545455,0,0.8181818181818182
29038,Spring,894326,2020-2021,21157,130.0,Pending,Pending,2723.823529411765,0,0.8088235294117647
29039,Spring,894326,2020-2021,47139,130.0,Pending,Pending,3794.4545454545455,0,0.8181818181818182
29043,Spring,894326,2020-2021,42037,130.0,Pending,Pending,2296.059523809524,0,0.8070175438596491
29045,Spring,894326,2020-2021,19159,130.0,Pending,Pending,2789.876404494382,0,0.8539325842696629
29046,Spring,894326,2020-2021,1085,130.0,Pending,Pending,3408.0,0,0.8035714285714286
29049,Spring,894325,2020-2021,22015,985.0,Pending,Pending,3794.4545454545455,0,0.8181818181818182
29050,Spring,894325,2020-2021,21157,985.0,Pending,Pending,2723.823529411765,0,0.8088235294117647
29051,Spring,894325,2020-2021,47139,985.0,Pending,Pending,3794.4545454545455,0,0.8181818181818182
29055,Spring,894325,2020-2021,42037,985.0,Pending,Pending,2296.059523809524,0,0.8070175438596491
29057,Spring,894325,2020-2021,19159,985.0,Pending,Pending,2789.876404494382,0,0.8539325842696629
29058,Spring,894325,2020-2021,1085,985.0,Pending,Pending,3408.0,0,0.8035714285714286
29062,Spring,894237,2020-2021,29081,1266.0,Full In-Person,No,1034.925,1,0.875
29064,Spring,894237,2020-2021,54009,1266.0,Full In-Person,No,1311.9,1,0.9
29086,Spring,893997,2020-2021,29209,545.0,Hybrid/Partial,Required all students,1145.0625,1,0.8125
29087,Spring,893997,2020-2021,5015,545.0,Hybrid/Partial,Required all students,1469.2272727272727,1,0.8409090909090909
29090,Spring,894285,2020-2021,28145,15498.0,Full In-Person,Required all students,5862.821428571428,1,0.8214285714285714
29102,Spring,894205,2020-2021,29033,65.0,Full In-Person,No,3513.2027027027025,1,0.8421052631578947
29107,Spring,894388,2020-2021,29163,1305.0,Other,Required all students,3901.1794871794873,0,0.810126582278481
29108,Spring,894388,2020-2021,12049,1305.0,Other,Required all students,3414.1071428571427,0,0.8214285714285714
29110,Spring,894388,2020-2021,51033,1305.0,Other,Required all students,4966.125,0,0.8333333333333334
29140,Spring,894209,2020-2021,20057,150.0,Full In-Person,No,2364.65,1,0.9
29159,Spring,894339,2020-2021,29179,248.0,Pending,Pending,1870.9318181818182,0,0.8636363636363636
29163,Spring,894166,2020-2021,29013,126.0,Full In-Person,Required all students,8688.168421052631,1,0.8105263157894737
29166,Spring,894166,2020-2021,13269,126.0,Full In-Person,Required all students,1833.65625,1,0.875
29167,Spring,894166,2020-2021,1023,126.0,Full In-Person,Required all students,2346.575,1,0.875
29169,Spring,894166,2020-2021,21191,126.0,Full In-Person,Required all students,1766.8863636363637,1,0.8409090909090909
29175,Spring,894165,2020-2021,29013,1010.0,Full In-Person,No,8688.168421052631,1,0.8105263157894737
29178,Spring,894165,2020-2021,13269,1010.0,Full In-Person,No,1833.65625,1,0.875
29179,Spring,894165,2020-2021,1023,1010.0,Full In-Person,No,2346.575,1,0.875
29181,Spring,894165,2020-2021,21191,1010.0,Full In-Person,No,1766.8863636363637,1,0.8409090909090909
29187,Spring,894210,2020-2021,29081,105.0,Full In-Person,No,1034.925,1,0.875
29188,Spring,894103,2020-2021,13131,402.0,Hybrid/Partial,Pending,1484.45,1,1.0
29189,Spring,894103,2020-2021,17003,402.0,Hybrid/Partial,Pending,1322.0416666666667,1,0.9583333333333334
29190,Spring,894103,2020-2021,31079,402.0,Hybrid/Partial,Pending,1939.375,1,0.8596491228070176
29203,Spring,894060,2020-2021,21149,243.0,Hybrid/Partial,Required all students,10093.175,1,0.8
29208,Spring,894115,2020-2021,24037,85.0,Full In-Person,No,7052.25,1,1.0
29212,Spring,894108,2020-2021,24037,1450.0,Full In-Person,Required all students,7052.25,1,1.0
29217,Spring,894109,2020-2021,29029,4778.0,Other,No,1451.6875,0,0.875
29224,Spring,894239,2020-2021,37125,1755.0,Hybrid/Partial,Required all students,2320.8645833333335,1,0.8020833333333334
29227,Spring,894272,2020-2021,6085,570.0,Hybrid/Partial,Required all students,5668.215311004785,1,0.8018867924528302
29252,Spring,894211,2020-2021,13045,1895.0,Full In-Person,Required all students,5111.051724137931,1,0.8
29254,Spring,894211,2020-2021,21041,1895.0,Full In-Person,Required all students,5333.934782608696,1,0.8125
29255,Spring,894211,2020-2021,29033,1895.0,Full In-Person,Required all students,3513.2027027027025,1,0.8421052631578947
29256,Spring,894211,2020-2021,39019,1895.0,Full In-Person,Required all students,4529.342857142857,1,0.8378378378378378
29259,Spring,894211,2020-2021,28015,1895.0,Full In-Person,Required all students,5768.5952380952385,1,0.8181818181818182
29262,Spring,894131,2020-2021,28079,6424.0,Full In-Person,Pending,2725.846153846154,1,0.8269230769230769
29265,Spring,894131,2020-2021,37125,6424.0,Full In-Person,Pending,2320.8645833333335,1,0.8020833333333334
29276,Spring,894374,2020-2021,48419,743.0,Full In-Person,No,898.5833333333334,1,0.8055555555555556
29277,Spring,894374,2020-2021,8109,743.0,Full In-Person,No,706.4285714285714,1,0.8928571428571429
29278,Spring,894374,2020-2021,38065,743.0,Full In-Person,No,882.2,1,0.9
29284,Spring,894342,2020-2021,13153,59.0,Full In-Person,No,3468.1194029850744,1,0.835820895522388
29288,Spring,894342,2020-2021,47081,59.0,Full In-Person,No,2075.03125,1,0.9375
29295,Spring,894342,2020-2021,29179,59.0,Full In-Person,No,1870.9318181818182,1,0.8636363636363636
29296,Spring,894342,2020-2021,53039,59.0,Full In-Person,No,1324.8080808080808,1,0.8484848484848485
29302,Spring,894070,2020-2021,42037,1377.0,Pending,Pending,2296.059523809524,0,0.8070175438596491
29303,Spring,894003,2020-2021,17015,256.0,Full In-Person,Required for high school students only,1775.857142857143,1,0.8214285714285714
29334,Spring,894389,2020-2021,47125,730.0,Full In-Person,Required all students,5849.666666666667,1,0.8064516129032258
29341,Spring,894389,2020-2021,29163,730.0,Full In-Person,Required all students,3901.1794871794873,1,0.810126582278481
29342,Spring,894389,2020-2021,26067,730.0,Full In-Person,Required all students,5076.0847457627115,1,0.8319327731092437
29383,Spring,894061,2020-2021,29029,212.0,Full In-Person,No,1451.6875,1,0.875
29389,Spring,894140,2020-2021,47001,2127.0,Other,Required for high school students only,2358.343511450382,0,0.8091603053435115
29402,Spring,894140,2020-2021,53029,2127.0,Other,Required for high school students only,2215.4873949579833,0,0.8151260504201681
29412,Spring,894141,2020-2021,47001,46.0,Full In-Person,No,2358.343511450382,1,0.8091603053435115
29425,Spring,894141,2020-2021,53029,46.0,Full In-Person,No,2215.4873949579833,1,0.8151260504201681
29435,Spring,894142,2020-2021,47001,95.0,Unknown,Required all students,2358.343511450382,0,0.8091603053435115
29448,Spring,894142,2020-2021,53029,95.0,Unknown,Required all students,2215.4873949579833,0,0.8151260504201681
29483,Spring,894241,2020-2021,29003,175.0,Full In-Person,Required all students,6322.0625,1,0.875
29485,Spring,894242,2020-2021,8081,50.0,Full In-Person,No,850.25,1,0.8333333333333334
29491,Spring,894006,2020-2021,48103,724.0,Full In-Person,No,574.4375,1,0.875
29492,Spring,894006,2020-2021,29209,724.0,Full In-Person,No,1145.0625,1,0.8125
29494,Spring,894006,2020-2021,18101,724.0,Full In-Person,No,629.625,1,0.875
29495,Spring,894006,2020-2021,41025,724.0,Full In-Person,No,559.7083333333334,1,0.875
29507,Spring,894049,2020-2021,20157,1305.0,Other,No,1773.4125,0,0.825
29508,Spring,893974,2020-2021,1123,150.0,Full In-Person,No,1962.9375,1,0.875
29511,Spring,894244,2020-2021,28069,304.0,Full In-Person,Required all students,632.875,1,0.875
29530,Spring,894328,2020-2021,8029,242.0,Full In-Person,No,1831.4166666666667,1,0.9166666666666666
29531,Spring,894328,2020-2021,49027,242.0,Full In-Person,No,1462.1153846153845,1,0.8653846153846154
29532,Spring,894328,2020-2021,39051,242.0,Full In-Person,No,1493.7826086956522,1,0.8043478260869565
29535,Spring,894328,2020-2021,19107,242.0,Full In-Person,No,3020.0227272727275,1,0.8636363636363636
29559,Spring,894273,2020-2021,31079,2754.0,Pending,Pending,1939.375,0,0.8596491228070176
29561,Spring,894274,2020-2021,31079,123.0,Full In-Person,No,1939.375,1,0.8596491228070176
29568,Spring,894212,2020-2021,47149,258.0,Pending,Pending,9705.642857142857,0,0.8214285714285714
29569,Spring,894212,2020-2021,29081,258.0,Pending,Pending,1034.925,0,0.875
29570,Spring,894212,2020-2021,6049,258.0,Pending,Pending,1753.5135135135135,0,0.8289473684210527
29577,Spring,894112,2020-2021,29131,2373.0,Full In-Person,Required all students,1679.0,1,0.84375
29580,Spring,894343,2020-2021,29179,562.0,Full In-Person,Required for middle/high school students only,1870.9318181818182,1,0.8636363636363636
29640,Spring,894071,2020-2021,1057,665.0,Full In-Person,No,1029.9,1,0.85
29643,Spring,894071,2020-2021,28063,665.0,Full In-Person,No,1029.9,1,0.85
29644,Spring,894071,2020-2021,39051,665.0,Full In-Person,No,1493.7826086956522,1,0.8043478260869565
29658,Spring,894072,2020-2021,29027,2350.0,Full In-Person,Required all students,1601.3333333333333,1,0.8611111111111112
29662,Spring,894072,2020-2021,21075,2350.0,Full In-Person,Required all students,1703.625,1,0.8125
29672,Spring,101636959,2020-2021,29027,60.0,Full In-Person,Required for high school students only,1601.3333333333333,1,0.8611111111111112
29676,Spring,101636959,2020-2021,21075,60.0,Full In-Person,Required for high school students only,1703.625,1,0.8125
29696,Spring,893983,2020-2021,24029,510.0,Hybrid/Partial,Required all students,2708.397590361446,1,0.8192771084337349
29698,Spring,893983,2020-2021,29209,510.0,Hybrid/Partial,Required all students,1145.0625,1,0.8125
29700,Spring,894186,2020-2021,29061,693.0,Full In-Person,Required all students,3779.575,1,0.85
29710,Spring,894188,2020-2021,29081,140.0,Full In-Person,No,1034.925,1,0.875
29724,Spring,894220,2020-2021,48503,199.0,Full In-Person,Pending,1250.4,1,0.8571428571428571
29725,Spring,894220,2020-2021,13001,199.0,Full In-Person,Pending,1891.0,1,0.9333333333333333
29732,Spring,894257,2020-2021,53077,4460.0,Full In-Person,Required all students,3086.1136363636365,1,0.8202247191011236
29736,Spring,894257,2020-2021,18147,4460.0,Full In-Person,Required all students,2723.1153846153848,1,0.8490566037735849
29737,Spring,894257,2020-2021,19115,4460.0,Full In-Person,Required all students,1313.4038461538462,1,0.8269230769230769
29741,Spring,894064,2020-2021,29159,390.0,Full In-Person,No,1072.8857142857144,1,0.8285714285714286
29773,Spring,894189,2020-2021,29033,270.0,Full In-Person,No,3513.2027027027025,1,0.8421052631578947
29779,Spring,894190,2020-2021,1093,675.0,Full In-Person,No,2677.943181818182,1,0.8522727272727273
29780,Spring,894190,2020-2021,48193,675.0,Full In-Person,No,2558.6176470588234,1,0.8088235294117647
29794,Spring,894191,2020-2021,1093,21.0,Full In-Person,Required all students,2677.943181818182,1,0.8522727272727273
29795,Spring,894191,2020-2021,48193,21.0,Full In-Person,Required all students,2558.6176470588234,1,0.8088235294117647
29807,Spring,894372,2020-2021,29127,4430.0,Full In-Person,Required all students,1781.046511627907,1,0.8260869565217391
29811,Spring,894258,2020-2021,17013,239.0,Pending,Pending,1404.8833333333334,0,0.8333333333333334
29812,Spring,894258,2020-2021,21157,239.0,Pending,Pending,2723.823529411765,0,0.8088235294117647
29826,Spring,893986,2020-2021,56031,686.0,Pending,Pending,842.375,0,0.8125
29828,Spring,894291,2020-2021,46057,550.0,Full In-Person,No,2328.2,1,0.9
29831,Spring,894114,2020-2021,29073,1003.0,Full In-Person,Required for high school students only,984.75,1,0.8
29839,Spring,894440,2020-2021,48217,781.0,Full In-Person,Required all students,3384.1360544217687,1,0.8013245033112583
29856,Spring,894441,2020-2021,48217,3562.0,Hybrid/Partial,Required all students,3384.1360544217687,1,0.8013245033112583
29872,Spring,894293,2020-2021,20055,506.0,Hybrid/Partial,Required all students,2603.2580645161293,1,0.8125
29874,Spring,894293,2020-2021,28043,506.0,Hybrid/Partial,Required all students,1584.0,1,0.875
29877,Spring,894260,2020-2021,49027,1272.0,Other,Required all students,1462.1153846153845,0,0.8653846153846154
29900,Spring,894065,2020-2021,29159,317.0,Pending,Pending,1072.8857142857144,0,0.8285714285714286
29903,Spring,894149,2020-2021,29013,154.0,Pending,Pending,8688.168421052631,0,0.8105263157894737
29915,Spring,893990,2020-2021,29209,214.0,Hybrid/Partial,No,1145.0625,1,0.8125
29916,Spring,894026,2020-2021,29131,738.0,Full In-Person,No,1679.0,1,0.84375
29918,Spring,894443,2020-2021,6025,2978.0,Full In-Person,Unknown,2034.6304347826087,1,0.8617021276595744
29922,Spring,894443,2020-2021,48371,2978.0,Full In-Person,Unknown,2074.8214285714284,1,0.8571428571428571
29968,Spring,894192,2020-2021,29061,113.0,Pending,Pending,3779.575,0,0.85
29970,Spring,894193,2020-2021,29061,211.0,Pending,Pending,3779.575,0,0.85
30006,Spring,894413,2020-2021,26113,2586.0,Pending,Pending,2958.6944444444443,0,0.9166666666666666
30067,Spring,894080,2020-2021,29027,883.0,Full In-Person,No,1601.3333333333333,1,0.8611111111111112
30094,Spring,894404,2020-2021,6003,6092.0,Full In-Person,Required all students,3118.875,1,1.0
30097,Spring,894067,2020-2021,29159,325.0,Full In-Person,Required all students,1072.8857142857144,1,0.8285714285714286
30101,Spring,894391,2020-2021,29007,300.0,Full In-Person,No,3601.0555555555557,1,0.8333333333333334
