,Charter,DistrictType,NCESDistrictID,TimePeriodStart,TimePeriodEnd,ActiveCasesCombined,StateName,StateAbbrev,DistrictName,EnrollmentTotal,StudentMaskPolicy
640,No,Regular local school district,506060,06/15/20,12/23/20,14,Arkansas,AR,Camden Fairview School Dist.,2229.0,
641,No,Regular local school district,506060,06/15/20,12/28/20,15,Arkansas,AR,Camden Fairview School Dist.,2229.0,
642,No,Regular local school district,506060,06/15/20,12/31/20,12,Arkansas,AR,Camden Fairview School Dist.,2229.0,
643,No,Regular local school district,506060,06/15/20,01/04/21,5,Arkansas,AR,Camden Fairview School Dist.,2229.0,
644,No,Regular local school district,506060,06/15/20,01/07/21,12,Arkansas,AR,Camden Fairview School Dist.,2229.0,
645,No,Regular local school district,506060,06/15/20,01/11/21,18,Arkansas,AR,Camden Fairview School Dist.,2229.0,
646,No,Regular local school district,506060,06/15/20,01/14/21,18,Arkansas,AR,Camden Fairview School Dist.,2229.0,
647,No,Regular local school district,506060,06/15/20,01/18/21,20,Arkansas,AR,Camden Fairview School Dist.,2229.0,
648,No,Regular local school district,506060,06/15/20,01/21/21,17,Arkansas,AR,Camden Fairview School Dist.,2229.0,
649,No,Regular local school district,506060,06/15/20,01/25/21,12,Arkansas,AR,Camden Fairview School Dist.,2229.0,
650,No,Regular local school district,506060,06/15/20,01/28/21,8,Arkansas,AR,Camden Fairview School Dist.,2229.0,
651,No,Regular local school district,506060,06/15/20,02/01/21,6,Arkansas,AR,Camden Fairview School Dist.,2229.0,
652,No,Regular local school district,506060,06/15/20,02/04/21,8,Arkansas,AR,Camden Fairview School Dist.,2229.0,
653,No,Regular local school district,506060,06/15/20,02/08/21,13,Arkansas,AR,Camden Fairview School Dist.,2229.0,
654,No,Regular local school district,506060,06/15/20,02/11/21,11,Arkansas,AR,Camden Fairview School Dist.,2229.0,
655,No,Regular local school district,506060,06/15/20,02/15/21,6,Arkansas,AR,Camden Fairview School Dist.,2229.0,
656,Yes,Charter agency,500413,06/15/20,02/01/21,5,Arkansas,AR,Capitol City Lighthouse Academy,161.0,
657,Yes,Charter agency,500413,06/15/20,02/04/21,5,Arkansas,AR,Capitol City Lighthouse Academy,161.0,
658,No,Regular local school district,503960,06/15/20,12/02/20,7,Arkansas,AR,Carlisle School District,625.0,
659,No,Regular local school district,503960,06/15/20,12/07/20,6,Arkansas,AR,Carlisle School District,625.0,
660,No,Regular local school district,503960,06/15/20,12/10/20,5,Arkansas,AR,Carlisle School District,625.0,
661,No,Regular local school district,503960,06/15/20,12/14/20,6,Arkansas,AR,Carlisle School District,625.0,
662,No,Regular local school district,503960,06/15/20,12/17/20,6,Arkansas,AR,Carlisle School District,625.0,
663,No,Regular local school district,503960,06/15/20,01/07/21,8,Arkansas,AR,Carlisle School District,625.0,
664,No,Regular local school district,503960,06/15/20,01/11/21,13,Arkansas,AR,Carlisle School District,625.0,
665,No,Regular local school district,503960,06/15/20,01/14/21,12,Arkansas,AR,Carlisle School District,625.0,
666,No,Regular local school district,503960,06/15/20,01/18/21,6,Arkansas,AR,Carlisle School District,625.0,
667,No,Regular local school district,503960,06/15/20,01/21/21,8,Arkansas,AR,Carlisle School District,625.0,
668,No,Regular local school district,503960,06/15/20,01/25/21,11,Arkansas,AR,Carlisle School District,625.0,
669,No,Regular local school district,503960,06/15/20,01/28/21,9,Arkansas,AR,Carlisle School District,625.0,
670,No,Regular local school district,503960,06/15/20,02/04/21,6,Arkansas,AR,Carlisle School District,625.0,
671,No,Regular local school district,503960,06/15/20,02/08/21,6,Arkansas,AR,Carlisle School District,625.0,
672,No,Regular local school district,503960,06/15/20,02/11/21,5,Arkansas,AR,Carlisle School District,625.0,
673,No,Regular local school district,503960,06/15/20,02/15/21,5,Arkansas,AR,Carlisle School District,625.0,
674,No,Regular local school district,504050,06/15/20,10/29/20,5,Arkansas,AR,Cave City School District,1172.0,Required at least part of school year
675,No,Regular local school district,504050,06/15/20,11/05/20,5,Arkansas,AR,Cave City School District,1172.0,Required at least part of school year
676,No,Regular local school district,504050,06/15/20,11/09/20,6,Arkansas,AR,Cave City School District,1172.0,Required at least part of school year
677,No,Regular local school district,504050,06/15/20,11/16/20,7,Arkansas,AR,Cave City School District,1172.0,Required at least part of school year
678,No,Regular local school district,504050,06/15/20,11/19/20,5,Arkansas,AR,Cave City School District,1172.0,Required at least part of school year
679,No,Regular local school district,504050,06/15/20,12/07/20,9,Arkansas,AR,Cave City School District,1172.0,Required at least part of school year
680,No,Regular local school district,504050,06/15/20,12/28/20,5,Arkansas,AR,Cave City School District,1172.0,Required at least part of school year
681,No,Regular local school district,504050,06/15/20,01/07/21,6,Arkansas,AR,Cave City School District,1172.0,Required at least part of school year
682,No,Regular local school district,504050,06/15/20,01/28/21,7,Arkansas,AR,Cave City School District,1172.0,Required at least part of school year
683,No,Regular local school district,504050,06/15/20,02/01/21,8,Arkansas,AR,Cave City School District,1172.0,Required at least part of school year
684,No,Regular local school district,504050,06/15/20,02/04/21,5,Arkansas,AR,Cave City School District,1172.0,Required at least part of school year
685,No,Regular local school district,500070,06/15/20,11/16/20,6,Arkansas,AR,Cedar Ridge School District,685.0,Required at least part of school year
686,No,Regular local school district,500070,06/15/20,11/19/20,7,Arkansas,AR,Cedar Ridge School District,685.0,Required at least part of school year
687,No,Regular local school district,500070,06/15/20,11/23/20,8,Arkansas,AR,Cedar Ridge School District,685.0,Required at least part of school year
688,No,Regular local school district,500070,06/15/20,11/25/20,5,Arkansas,AR,Cedar Ridge School District,685.0,Required at least part of school year
689,No,Regular local school district,500070,06/15/20,11/30/20,8,Arkansas,AR,Cedar Ridge School District,685.0,Required at least part of school year
690,No,Regular local school district,500070,06/15/20,12/02/20,6,Arkansas,AR,Cedar Ridge School District,685.0,Required at least part of school year
691,No,Regular local school district,500070,06/15/20,12/17/20,5,Arkansas,AR,Cedar Ridge School District,685.0,Required at least part of school year
692,No,Regular local school district,500070,06/15/20,12/21/20,5,Arkansas,AR,Cedar Ridge School District,685.0,Required at least part of school year
693,No,Regular local school district,500070,06/15/20,01/21/21,5,Arkansas,AR,Cedar Ridge School District,685.0,Required at least part of school year
694,No,Regular local school district,504080,06/15/20,11/05/20,6,Arkansas,AR,Cedarville School District,743.0,
695,No,Regular local school district,504080,06/15/20,11/09/20,7,Arkansas,AR,Cedarville School District,743.0,
696,No,Regular local school district,504080,06/15/20,11/16/20,7,Arkansas,AR,Cedarville School District,743.0,
697,No,Regular local school district,504080,06/15/20,11/19/20,8,Arkansas,AR,Cedarville School District,743.0,
698,No,Regular local school district,504080,06/15/20,01/14/21,8,Arkansas,AR,Cedarville School District,743.0,
699,No,Regular local school district,504080,06/15/20,01/18/21,11,Arkansas,AR,Cedarville School District,743.0,
700,No,Regular local school district,504080,06/15/20,01/21/21,8,Arkansas,AR,Cedarville School District,743.0,
701,No,Regular local school district,504080,06/15/20,01/25/21,10,Arkansas,AR,Cedarville School District,743.0,
702,No,Regular local school district,504080,06/15/20,01/28/21,8,Arkansas,AR,Cedarville School District,743.0,
703,No,Regular local school district,506690,06/15/20,11/05/20,5,Arkansas,AR,Centerpoint School District,979.0,
704,No,Regular local school district,506690,06/15/20,11/09/20,5,Arkansas,AR,Centerpoint School District,979.0,
705,No,Regular local school district,506690,06/15/20,12/07/20,7,Arkansas,AR,Centerpoint School District,979.0,
706,No,Regular local school district,506690,06/15/20,12/10/20,9,Arkansas,AR,Centerpoint School District,979.0,
707,No,Regular local school district,506690,06/15/20,12/14/20,9,Arkansas,AR,Centerpoint School District,979.0,
708,No,Regular local school district,506690,06/15/20,12/17/20,11,Arkansas,AR,Centerpoint School District,979.0,
709,No,Regular local school district,506690,06/15/20,12/21/20,9,Arkansas,AR,Centerpoint School District,979.0,
710,No,Regular local school district,504200,06/15/20,12/17/20,5,Arkansas,AR,Charleston School District,820.0,
711,No,Regular local school district,504200,06/15/20,12/21/20,8,Arkansas,AR,Charleston School District,820.0,
712,No,Regular local school district,504200,06/15/20,12/23/20,5,Arkansas,AR,Charleston School District,820.0,
713,No,Regular local school district,504200,06/15/20,01/11/21,7,Arkansas,AR,Charleston School District,820.0,
714,No,Regular local school district,504200,06/15/20,01/14/21,12,Arkansas,AR,Charleston School District,820.0,
715,No,Regular local school district,504200,06/15/20,01/18/21,8,Arkansas,AR,Charleston School District,820.0,
716,No,Regular local school district,504200,06/15/20,01/21/21,5,Arkansas,AR,Charleston School District,820.0,
717,No,Regular local school district,504200,06/15/20,01/25/21,5,Arkansas,AR,Charleston School District,820.0,
718,No,Regular local school district,504200,06/15/20,01/28/21,8,Arkansas,AR,Charleston School District,820.0,
719,No,Regular local school district,504200,06/15/20,02/01/21,8,Arkansas,AR,Charleston School District,820.0,
720,No,Regular local school district,504350,06/15/20,01/11/21,8,Arkansas,AR,Clarendon School District,448.0,Required full school year
721,No,Regular local school district,504350,06/15/20,01/14/21,8,Arkansas,AR,Clarendon School District,448.0,Required full school year
722,No,Regular local school district,504350,06/15/20,01/18/21,8,Arkansas,AR,Clarendon School District,448.0,Required full school year
723,No,Regular local school district,504350,06/15/20,01/21/21,11,Arkansas,AR,Clarendon School District,448.0,Required full school year
724,No,Regular local school district,504350,06/15/20,01/25/21,6,Arkansas,AR,Clarendon School District,448.0,Required full school year
725,No,Regular local school district,504350,06/15/20,01/28/21,9,Arkansas,AR,Clarendon School District,448.0,Required full school year
726,No,Regular local school district,504350,06/15/20,02/01/21,13,Arkansas,AR,Clarendon School District,448.0,Required full school year
727,No,Regular local school district,504350,06/15/20,02/04/21,16,Arkansas,AR,Clarendon School District,448.0,Required full school year
728,No,Regular local school district,504350,06/15/20,02/08/21,12,Arkansas,AR,Clarendon School District,448.0,Required full school year
729,No,Regular local school district,504350,06/15/20,02/11/21,7,Arkansas,AR,Clarendon School District,448.0,Required full school year
730,No,Regular local school district,504350,06/15/20,02/15/21,5,Arkansas,AR,Clarendon School District,448.0,Required full school year
731,No,Regular local school district,504380,06/15/20,11/02/20,7,Arkansas,AR,Clarksville School District,2436.0,
732,No,Regular local school district,504380,06/15/20,11/05/20,9,Arkansas,AR,Clarksville School District,2436.0,
733,No,Regular local school district,504380,06/15/20,11/09/20,8,Arkansas,AR,Clarksville School District,2436.0,
734,No,Regular local school district,504380,06/15/20,11/16/20,6,Arkansas,AR,Clarksville School District,2436.0,
735,No,Regular local school district,504380,06/15/20,11/30/20,7,Arkansas,AR,Clarksville School District,2436.0,
736,No,Regular local school district,504380,06/15/20,12/02/20,8,Arkansas,AR,Clarksville School District,2436.0,
737,No,Regular local school district,504380,06/15/20,12/07/20,13,Arkansas,AR,Clarksville School District,2436.0,
738,No,Regular local school district,504380,06/15/20,12/10/20,15,Arkansas,AR,Clarksville School District,2436.0,
739,No,Regular local school district,504380,06/15/20,12/14/20,22,Arkansas,AR,Clarksville School District,2436.0,
740,No,Regular local school district,504380,06/15/20,12/17/20,21,Arkansas,AR,Clarksville School District,2436.0,
741,No,Regular local school district,504380,06/15/20,12/21/20,32,Arkansas,AR,Clarksville School District,2436.0,
742,No,Regular local school district,504380,06/15/20,12/23/20,24,Arkansas,AR,Clarksville School District,2436.0,
743,No,Regular local school district,504380,06/15/20,12/28/20,11,Arkansas,AR,Clarksville School District,2436.0,
744,No,Regular local school district,504380,06/15/20,12/31/20,9,Arkansas,AR,Clarksville School District,2436.0,
745,No,Regular local school district,504380,06/15/20,01/04/21,11,Arkansas,AR,Clarksville School District,2436.0,
746,No,Regular local school district,504380,06/15/20,01/07/21,12,Arkansas,AR,Clarksville School District,2436.0,
747,No,Regular local school district,504380,06/15/20,01/11/21,17,Arkansas,AR,Clarksville School District,2436.0,
748,No,Regular local school district,504380,06/15/20,01/14/21,21,Arkansas,AR,Clarksville School District,2436.0,
749,No,Regular local school district,504380,06/15/20,01/18/21,25,Arkansas,AR,Clarksville School District,2436.0,
750,No,Regular local school district,504380,06/15/20,01/21/21,24,Arkansas,AR,Clarksville School District,2436.0,
751,No,Regular local school district,504380,06/15/20,01/25/21,28,Arkansas,AR,Clarksville School District,2436.0,
752,No,Regular local school district,504380,06/15/20,01/28/21,24,Arkansas,AR,Clarksville School District,2436.0,
753,No,Regular local school district,504380,06/15/20,02/01/21,23,Arkansas,AR,Clarksville School District,2436.0,
754,No,Regular local school district,504380,06/15/20,02/04/21,18,Arkansas,AR,Clarksville School District,2436.0,
755,No,Regular local school district,504380,06/15/20,02/08/21,13,Arkansas,AR,Clarksville School District,2436.0,
756,No,Regular local school district,504380,06/15/20,03/04/21,6,Arkansas,AR,Clarksville School District,2436.0,
757,No,Regular local school district,504380,06/15/20,03/08/21,6,Arkansas,AR,Clarksville School District,2436.0,
758,No,Regular local school district,504380,06/15/20,03/11/21,5,Arkansas,AR,Clarksville School District,2436.0,
759,No,Regular local school district,500067,06/15/20,10/22/20,8,Arkansas,AR,Cleveland County School Dist.,692.0,Required full school year
760,No,Regular local school district,500067,06/15/20,10/26/20,9,Arkansas,AR,Cleveland County School Dist.,692.0,Required full school year
761,No,Regular local school district,500067,06/15/20,10/29/20,9,Arkansas,AR,Cleveland County School Dist.,692.0,Required full school year
762,No,Regular local school district,500067,06/15/20,11/02/20,5,Arkansas,AR,Cleveland County School Dist.,692.0,Required full school year
763,No,Regular local school district,500067,06/15/20,11/19/20,5,Arkansas,AR,Cleveland County School Dist.,692.0,Required full school year
764,No,Regular local school district,500067,06/15/20,11/23/20,7,Arkansas,AR,Cleveland County School Dist.,692.0,Required full school year
765,No,Regular local school district,500067,06/15/20,11/25/20,6,Arkansas,AR,Cleveland County School Dist.,692.0,Required full school year
766,No,Regular local school district,500067,06/15/20,11/30/20,10,Arkansas,AR,Cleveland County School Dist.,692.0,Required full school year
767,No,Regular local school district,500067,06/15/20,12/02/20,16,Arkansas,AR,Cleveland County School Dist.,692.0,Required full school year
768,No,Regular local school district,500067,06/15/20,12/07/20,15,Arkansas,AR,Cleveland County School Dist.,692.0,Required full school year
769,No,Regular local school district,500067,06/15/20,12/10/20,12,Arkansas,AR,Cleveland County School Dist.,692.0,Required full school year
770,No,Regular local school district,500067,06/15/20,12/14/20,10,Arkansas,AR,Cleveland County School Dist.,692.0,Required full school year
771,No,Regular local school district,500067,06/15/20,12/17/20,8,Arkansas,AR,Cleveland County School Dist.,692.0,Required full school year
772,No,Regular local school district,500067,06/15/20,12/21/20,9,Arkansas,AR,Cleveland County School Dist.,692.0,Required full school year
773,No,Regular local school district,500067,06/15/20,12/23/20,8,Arkansas,AR,Cleveland County School Dist.,692.0,Required full school year
774,No,Regular local school district,500067,06/15/20,01/11/21,5,Arkansas,AR,Cleveland County School Dist.,692.0,Required full school year
775,No,Regular local school district,500067,06/15/20,01/14/21,8,Arkansas,AR,Cleveland County School Dist.,692.0,Required full school year
776,No,Regular local school district,500067,06/15/20,01/18/21,9,Arkansas,AR,Cleveland County School Dist.,692.0,Required full school year
777,No,Regular local school district,500067,06/15/20,01/21/21,10,Arkansas,AR,Cleveland County School Dist.,692.0,Required full school year
778,No,Regular local school district,500067,06/15/20,01/25/21,12,Arkansas,AR,Cleveland County School Dist.,692.0,Required full school year
779,No,Regular local school district,500067,06/15/20,01/28/21,13,Arkansas,AR,Cleveland County School Dist.,692.0,Required full school year
780,No,Regular local school district,500067,06/15/20,02/01/21,15,Arkansas,AR,Cleveland County School Dist.,692.0,Required full school year
781,No,Regular local school district,500067,06/15/20,02/04/21,16,Arkansas,AR,Cleveland County School Dist.,692.0,Required full school year
782,No,Regular local school district,500067,06/15/20,02/08/21,14,Arkansas,AR,Cleveland County School Dist.,692.0,Required full school year
783,No,Regular local school district,500067,06/15/20,02/11/21,12,Arkansas,AR,Cleveland County School Dist.,692.0,Required full school year
784,No,Regular local school district,500067,06/15/20,02/15/21,6,Arkansas,AR,Cleveland County School Dist.,692.0,Required full school year
785,No,Regular local school district,504410,06/15/20,12/10/20,9,Arkansas,AR,Clinton School District,1238.0,
786,No,Regular local school district,504410,06/15/20,12/14/20,20,Arkansas,AR,Clinton School District,1238.0,
787,No,Regular local school district,504410,06/15/20,12/17/20,22,Arkansas,AR,Clinton School District,1238.0,
788,No,Regular local school district,504410,06/15/20,12/21/20,10,Arkansas,AR,Clinton School District,1238.0,
789,No,Regular local school district,504410,06/15/20,12/23/20,9,Arkansas,AR,Clinton School District,1238.0,
790,No,Regular local school district,504410,06/15/20,01/07/21,6,Arkansas,AR,Clinton School District,1238.0,
791,No,Regular local school district,504410,06/15/20,01/11/21,8,Arkansas,AR,Clinton School District,1238.0,
792,No,Regular local school district,504410,06/15/20,01/14/21,10,Arkansas,AR,Clinton School District,1238.0,
793,No,Regular local school district,504410,06/15/20,01/18/21,8,Arkansas,AR,Clinton School District,1238.0,
794,No,Regular local school district,504410,06/15/20,01/21/21,5,Arkansas,AR,Clinton School District,1238.0,
795,No,Regular local school district,504410,06/15/20,01/25/21,7,Arkansas,AR,Clinton School District,1238.0,
796,No,Regular local school district,504410,06/15/20,01/28/21,7,Arkansas,AR,Clinton School District,1238.0,
797,No,Regular local school district,504560,06/15/20,12/10/20,5,Arkansas,AR,Concord School District,409.0,
798,No,Regular local school district,504560,06/15/20,12/17/20,5,Arkansas,AR,Concord School District,409.0,
799,No,Regular local school district,504560,06/15/20,01/11/21,5,Arkansas,AR,Concord School District,409.0,
800,No,Regular local school district,504560,06/15/20,01/14/21,6,Arkansas,AR,Concord School District,409.0,
801,No,Regular local school district,504560,06/15/20,01/25/21,5,Arkansas,AR,Concord School District,409.0,
802,No,Regular local school district,504560,06/15/20,01/28/21,7,Arkansas,AR,Concord School District,409.0,
803,No,Regular local school district,504560,06/15/20,02/01/21,5,Arkansas,AR,Concord School District,409.0,
804,No,Regular local school district,504590,06/15/20,10/19/20,13,Arkansas,AR,Conway School District,9849.0,
805,No,Regular local school district,504590,06/15/20,10/22/20,11,Arkansas,AR,Conway School District,9849.0,
806,No,Regular local school district,504590,06/15/20,10/26/20,11,Arkansas,AR,Conway School District,9849.0,
807,No,Regular local school district,504590,06/15/20,10/29/20,11,Arkansas,AR,Conway School District,9849.0,
808,No,Regular local school district,504590,06/15/20,11/02/20,7,Arkansas,AR,Conway School District,9849.0,
809,No,Regular local school district,504590,06/15/20,11/05/20,13,Arkansas,AR,Conway School District,9849.0,
810,No,Regular local school district,504590,06/15/20,11/09/20,17,Arkansas,AR,Conway School District,9849.0,
811,No,Regular local school district,504590,06/15/20,11/16/20,34,Arkansas,AR,Conway School District,9849.0,
812,No,Regular local school district,504590,06/15/20,11/19/20,39,Arkansas,AR,Conway School District,9849.0,
813,No,Regular local school district,504590,06/15/20,11/23/20,32,Arkansas,AR,Conway School District,9849.0,
814,No,Regular local school district,504590,06/15/20,11/25/20,33,Arkansas,AR,Conway School District,9849.0,
815,No,Regular local school district,504590,06/15/20,11/30/20,25,Arkansas,AR,Conway School District,9849.0,
816,No,Regular local school district,504590,06/15/20,12/02/20,29,Arkansas,AR,Conway School District,9849.0,
817,No,Regular local school district,504590,06/15/20,12/07/20,41,Arkansas,AR,Conway School District,9849.0,
818,No,Regular local school district,504590,06/15/20,12/10/20,53,Arkansas,AR,Conway School District,9849.0,
819,No,Regular local school district,504590,06/15/20,12/14/20,63,Arkansas,AR,Conway School District,9849.0,
820,No,Regular local school district,504590,06/15/20,12/17/20,62,Arkansas,AR,Conway School District,9849.0,
821,No,Regular local school district,504590,06/15/20,12/21/20,65,Arkansas,AR,Conway School District,9849.0,
822,No,Regular local school district,504590,06/15/20,12/23/20,51,Arkansas,AR,Conway School District,9849.0,
823,No,Regular local school district,504590,06/15/20,12/28/20,46,Arkansas,AR,Conway School District,9849.0,
824,No,Regular local school district,504590,06/15/20,12/31/20,44,Arkansas,AR,Conway School District,9849.0,
825,No,Regular local school district,504590,06/15/20,01/04/21,47,Arkansas,AR,Conway School District,9849.0,
826,No,Regular local school district,504590,06/15/20,01/07/21,61,Arkansas,AR,Conway School District,9849.0,
827,No,Regular local school district,504590,06/15/20,01/11/21,86,Arkansas,AR,Conway School District,9849.0,
828,No,Regular local school district,504590,06/15/20,01/14/21,91,Arkansas,AR,Conway School District,9849.0,
829,No,Regular local school district,504590,06/15/20,01/18/21,75,Arkansas,AR,Conway School District,9849.0,
830,No,Regular local school district,504590,06/15/20,01/21/21,81,Arkansas,AR,Conway School District,9849.0,
831,No,Regular local school district,504590,06/15/20,01/25/21,76,Arkansas,AR,Conway School District,9849.0,
832,No,Regular local school district,504590,06/15/20,01/28/21,75,Arkansas,AR,Conway School District,9849.0,
833,No,Regular local school district,504590,06/15/20,02/01/21,84,Arkansas,AR,Conway School District,9849.0,
834,No,Regular local school district,504590,06/15/20,02/04/21,89,Arkansas,AR,Conway School District,9849.0,
835,No,Regular local school district,504590,06/15/20,02/08/21,85,Arkansas,AR,Conway School District,9849.0,
836,No,Regular local school district,504590,06/15/20,02/11/21,65,Arkansas,AR,Conway School District,9849.0,
837,No,Regular local school district,504590,06/15/20,02/15/21,34,Arkansas,AR,Conway School District,9849.0,
838,No,Regular local school district,504590,06/15/20,02/18/21,20,Arkansas,AR,Conway School District,9849.0,
839,No,Regular local school district,504590,06/15/20,02/22/21,8,Arkansas,AR,Conway School District,9849.0,
840,No,Regular local school district,504590,06/15/20,02/25/21,5,Arkansas,AR,Conway School District,9849.0,
841,No,Regular local school district,504590,06/15/20,03/04/21,7,Arkansas,AR,Conway School District,9849.0,
842,No,Regular local school district,504590,06/15/20,03/08/21,9,Arkansas,AR,Conway School District,9849.0,
843,No,Regular local school district,504590,06/15/20,03/11/21,10,Arkansas,AR,Conway School District,9849.0,
844,No,Regular local school district,504590,06/15/20,03/15/21,8,Arkansas,AR,Conway School District,9849.0,
845,No,Regular local school district,504590,06/15/20,03/18/21,8,Arkansas,AR,Conway School District,9849.0,
846,No,Regular local school district,504590,06/15/20,03/22/21,8,Arkansas,AR,Conway School District,9849.0,
847,No,Regular local school district,504590,06/15/20,03/25/21,5,Arkansas,AR,Conway School District,9849.0,
848,No,Regular local school district,504590,06/15/20,04/05/21,5,Arkansas,AR,Conway School District,9849.0,
849,No,Regular local school district,504590,06/15/20,04/08/21,6,Arkansas,AR,Conway School District,9849.0,
850,No,Regular local school district,504590,06/15/20,04/12/21,5,Arkansas,AR,Conway School District,9849.0,
851,No,Regular local school district,504590,06/15/20,04/19/21,5,Arkansas,AR,Conway School District,9849.0,
852,No,Regular local school district,504590,06/15/20,04/22/21,5,Arkansas,AR,Conway School District,9849.0,
853,No,Regular local school district,504590,06/15/20,05/03/21,5,Arkansas,AR,Conway School District,9849.0,
854,No,Regular local school district,504590,06/15/20,05/06/21,5,Arkansas,AR,Conway School District,9849.0,
855,No,Regular local school district,504590,06/15/20,05/10/21,6,Arkansas,AR,Conway School District,9849.0,
856,No,Regular local school district,504590,06/15/20,05/17/21,10,Arkansas,AR,Conway School District,9849.0,
857,No,Regular local school district,504590,06/15/20,05/20/21,13,Arkansas,AR,Conway School District,9849.0,
858,No,Regular local school district,504590,06/15/20,05/27/21,11,Arkansas,AR,Conway School District,9849.0,
859,No,Regular local school district,504590,06/15/20,11/16/20,7,Arkansas,AR,Conway School District,9849.0,
860,No,Regular local school district,504590,06/15/20,11/19/20,16,Arkansas,AR,Conway School District,9849.0,
861,No,Regular local school district,504590,06/15/20,11/23/20,11,Arkansas,AR,Conway School District,9849.0,
862,No,Regular local school district,504590,06/15/20,11/25/20,9,Arkansas,AR,Conway School District,9849.0,
863,No,Regular local school district,504590,06/15/20,11/30/20,10,Arkansas,AR,Conway School District,9849.0,
864,No,Regular local school district,504590,06/15/20,12/02/20,10,Arkansas,AR,Conway School District,9849.0,
865,No,Regular local school district,504590,06/15/20,12/07/20,14,Arkansas,AR,Conway School District,9849.0,
866,No,Regular local school district,504590,06/15/20,12/10/20,16,Arkansas,AR,Conway School District,9849.0,
867,No,Regular local school district,504590,06/15/20,12/14/20,19,Arkansas,AR,Conway School District,9849.0,
868,No,Regular local school district,504590,06/15/20,12/17/20,22,Arkansas,AR,Conway School District,9849.0,
869,No,Regular local school district,504590,06/15/20,12/21/20,26,Arkansas,AR,Conway School District,9849.0,
870,No,Regular local school district,504590,06/15/20,12/23/20,26,Arkansas,AR,Conway School District,9849.0,
871,No,Regular local school district,504590,06/15/20,12/28/20,16,Arkansas,AR,Conway School District,9849.0,
872,No,Regular local school district,504590,06/15/20,12/31/20,17,Arkansas,AR,Conway School District,9849.0,
873,No,Regular local school district,504590,06/15/20,01/04/21,17,Arkansas,AR,Conway School District,9849.0,
874,No,Regular local school district,504590,06/15/20,01/07/21,34,Arkansas,AR,Conway School District,9849.0,
875,No,Regular local school district,504590,06/15/20,01/11/21,36,Arkansas,AR,Conway School District,9849.0,
876,No,Regular local school district,504590,06/15/20,01/14/21,36,Arkansas,AR,Conway School District,9849.0,
877,No,Regular local school district,504590,06/15/20,01/18/21,27,Arkansas,AR,Conway School District,9849.0,
878,No,Regular local school district,504590,06/15/20,01/21/21,37,Arkansas,AR,Conway School District,9849.0,
879,No,Regular local school district,504590,06/15/20,01/25/21,33,Arkansas,AR,Conway School District,9849.0,
880,No,Regular local school district,504590,06/15/20,01/28/21,27,Arkansas,AR,Conway School District,9849.0,
881,No,Regular local school district,504590,06/15/20,02/01/21,25,Arkansas,AR,Conway School District,9849.0,
882,No,Regular local school district,504590,06/15/20,02/04/21,22,Arkansas,AR,Conway School District,9849.0,
883,No,Regular local school district,504590,06/15/20,02/08/21,26,Arkansas,AR,Conway School District,9849.0,
884,No,Regular local school district,504590,06/15/20,02/11/21,24,Arkansas,AR,Conway School District,9849.0,
885,No,Regular local school district,504590,06/15/20,02/15/21,19,Arkansas,AR,Conway School District,9849.0,
886,No,Regular local school district,504590,06/15/20,02/18/21,10,Arkansas,AR,Conway School District,9849.0,
887,No,Regular local school district,504590,06/15/20,03/22/21,5,Arkansas,AR,Conway School District,9849.0,
888,No,Regular local school district,504590,06/15/20,03/25/21,5,Arkansas,AR,Conway School District,9849.0,
889,No,Regular local school district,500009,06/15/20,11/23/20,5,Arkansas,AR,Corning School District,818.0,
890,No,Regular local school district,500009,06/15/20,11/25/20,9,Arkansas,AR,Corning School District,818.0,
891,No,Regular local school district,500009,06/15/20,11/30/20,10,Arkansas,AR,Corning School District,818.0,
892,No,Regular local school district,500009,06/15/20,12/02/20,25,Arkansas,AR,Corning School District,818.0,
893,No,Regular local school district,500009,06/15/20,12/07/20,26,Arkansas,AR,Corning School District,818.0,
894,No,Regular local school district,500009,06/15/20,12/10/20,19,Arkansas,AR,Corning School District,818.0,
895,No,Regular local school district,500009,06/15/20,12/14/20,8,Arkansas,AR,Corning School District,818.0,
896,No,Regular local school district,500009,06/15/20,12/17/20,9,Arkansas,AR,Corning School District,818.0,
897,No,Regular local school district,500009,06/15/20,12/21/20,7,Arkansas,AR,Corning School District,818.0,
898,No,Regular local school district,500009,06/15/20,12/23/20,7,Arkansas,AR,Corning School District,818.0,
899,No,Regular local school district,500009,06/15/20,01/07/21,6,Arkansas,AR,Corning School District,818.0,
900,No,Regular local school district,500009,06/15/20,01/11/21,7,Arkansas,AR,Corning School District,818.0,
901,No,Regular local school district,500009,06/15/20,01/14/21,5,Arkansas,AR,Corning School District,818.0,
902,No,Regular local school district,500009,06/15/20,01/28/21,9,Arkansas,AR,Corning School District,818.0,
903,No,Regular local school district,500009,06/15/20,02/01/21,9,Arkansas,AR,Corning School District,818.0,
904,No,Regular local school district,500009,06/15/20,02/04/21,8,Arkansas,AR,Corning School District,818.0,
905,No,Regular local school district,500009,06/15/20,02/08/21,8,Arkansas,AR,Corning School District,818.0,
906,No,Regular local school district,500405,06/15/20,11/09/20,5,Arkansas,AR,Cossatot River School District,906.0,
907,No,Regular local school district,500405,06/15/20,11/16/20,8,Arkansas,AR,Cossatot River School District,906.0,
